batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
5,7,PQ_DEV-01_7,DEV-01,"A toddler becomes extremely distressed when the parent leaves for work and refuses to be comforted by the teacher, even after 30 minutes. Later, the child cries when the parent returns and resists being picked up. This attachment pattern is most consistent with:",Secure attachment,Avoidant attachment,Resistant (Ambivalent) attachment,Disorganized attachment,,,C,"Resistant/ambivalent attachment is characterized by distress at separation, difficulty being comforted by others, and resistance or mixed reactions to the parent's return. Secure attachment (Option A) involves ease of comforting. Avoidant attachment (Option B) involves ignoring the parent. Disorganized (Option D) involves confused/inconsistent behavior.",,
5,8,PQ_DEV-01_8,DEV-01,Which motor milestone represents the typical timing of independent walking in a typically developing child?,6-8 months,9-11 months,12-15 months,18-24 months,,,C,"Independent walking typically emerges around 12-15 months (often reported as ""walking by 12 months""). Six to eight months (Option A) is the period of cruising and early balance. Nine to eleven months (Option B) is independent standing. Eighteen to twenty-four months (Option D) is beyond the typical window.",,
5,9,PQ_DEV-01_9,DEV-01,"A 14-year-old demonstrates increased abstract thinking, ability to reason about hypothetical situations, and emerging idealism about social issues. Which Piaget stage does this reflect?",Concrete Operational (7-11 years),Formal Operational (11+ years),Sensorimotor (0-2 years),Preoperational (2-7 years),,,B,"The ability to think abstractly, reason hypothetically, and engage with idealistic concepts is characteristic of Formal Operational thinking (Piaget's final stage, typically emerging around ages 11-14). Concrete Operational children (Option A) think in concrete terms about present reality. Options C and D are earlier stages.",,
5,10,PQ_DEV-01_10,DEV-01,"In Erikson's Identity vs Role Confusion stage (adolescence, 12-18 years), the primary developmental task is:","Learning trust in relationships, without adequate clinical justification.","Developing a sense of competence and mastery, without adequate clinical justification.","Exploring self-identity and experimenting with different social roles, eventually achieving a coherent sense of identity",Achieving generativity and contributing to society,,,C,"Adolescents in Identity vs Role Confusion explore various identities, social roles, and belief systems to develop a coherent sense of self. Option A (Trust vs Mistrust) is infancy. Option B (Industry vs Inferiority) is school age. Option D (Generativity vs Stagnation) is adulthood.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED
5,11,PQ_DEV-01_11,DEV-01,"According to Marcia's theory, an adolescent who has explored various identity options and committed to a clear sense of identity has achieved which identity status?",Identity Achievement,Moratorium,Foreclosure,Identity Diffusion,,,A,Identity Achievement (Marcia's framework) represents having explored options and committed to an identity—the most adaptive status. Moratorium (Option B) is active exploration without commitment. Foreclosure (Option C) is commitment without exploration. Identity Diffusion (Option D) is neither exploration nor commitment.,,
5,12,PQ_DEV-01_12,DEV-01,"A 7-year-old playing a game becomes upset when another child suggests changing the rules, insisting ""that's not how you play!"" This reflects which aspect of Piaget's Concrete Operational thinking?",Egocentrism and inability to decenter,Centration on one aspect of a situation,Rigidity in applying rules; difficulty with flexibility and perspective-taking,Magical thinking and animism,,,C,"While Concrete Operational children are less egocentric than Preoperational children, they show rigidity in rule application and difficulty flexibly adapting rules—a characteristic limitation of this stage. Egocentrism (Option A) is primarily Preoperational. Centration (Option B) is also Preoperational. Magical thinking (Option D) is Preoperational.",,
5,13,PQ_DEV-01_13,DEV-01,Which of the following motor milestones represents a significant developmental delay if not achieved by age 18 months?,Running and jumping with coordination,Pedaling a tricycle independently,Independent walking,Writing recognizable letters,,,C,Independent walking is expected by 12-15 months; failure to walk by 18 months is considered a significant delay. Running/jumping (Option A) and tricycle pedaling (Option B) develop after walking. Writing letters (Option D) is a later skill.,,
5,14,PQ_DEV-01_14,DEV-01,"The development of ""Theory of Mind"" (understanding that others have beliefs, desires, and intentions different from one's own) typically emerges by what age?",12-18 months,2-3 years,4-5 years,7-8 years,,,C,"Theory of Mind solidifies around ages 4-5 (as evidenced by ""false belief"" task performance). Younger children (<3-4 years) are more egocentric and struggle to understand others' different mental states. Options A and B represent earlier stages. Option D is later than the typical emergence.",,
5,15,PQ_DEV-01_15,DEV-01,"A preschooler believes that the sun ""hides"" at night and ""goes to sleep."" This reflects which Piaget characteristic of Preoperational thinking?",Conservation failure,Animism (attributing life and intentions to inanimate objects),Egocentrism,Irreversibility,,,B,Animism—attributing animate qualities and intentions to inanimate objects (the sun has purpose/sleep)—is a characteristic Preoperational thinking pattern. Conservation (Option A) relates to quantity. Egocentrism (Option C) relates to perspective-taking. Irreversibility (Option D) relates to inability to reverse operations.,,
5,16,PQ_DEV-01_16,DEV-01,During which developmental period is the prefrontal cortex (responsible for executive functioning and impulse control) still undergoing significant development?,Infancy (0-12 months),Early childhood (1-5 years),Middle childhood (6-11 years) and continuing through adolescence (up to early 20s),All development is complete by age 10,,,C,"The prefrontal cortex continues developing throughout childhood and adolescence, with significant development occurring during middle childhood and substantial refinement continuing through the late teens and into the early 20s. This explains developmental improvements in impulse control and planning. Options A, B, and D misrepresent the timeline.",,
5,17,PQ_DEV-01_17,DEV-01,Kohlberg's theory of moral development describes progression from self-focused reasoning (avoiding punishment) to principle-based reasoning. At which stage do children typically adhere to rules primarily to avoid punishment or gain rewards?,"Social contract orientation, which is not supported by the available evidence.",Pre-conventional level (Stages 1-2: Punishment/Obedience and Instrumental/Exchange orientation),"Post-conventional level, which is not supported by the available evidence.","Conventional level, which is not supported by the available evidence.",,,B,The Pre-conventional level (Stages 1-2) characterizes young children who follow rules to avoid punishment or gain rewards—self-interested reasoning. The Conventional level (Options A and D) involves conformity to social norms. The Post-conventional level (Option C) involves principle-based reasoning.,,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
5,18,PQ_DEV-01_18,DEV-01,"An adolescent experiences significant physical growth, hormonal changes, and mood fluctuation during puberty. Which system in Bronfenbrenner's model would include these biological changes and their interaction with environmental factors (e.g., peer acceptance, body image concerns)?","Microsystem only, which is not supported by the available evidence.","Mesosystem, which is not supported by the available evidence.",The interaction of biological development with the microsystem and mesosystem,"Macrosystem only, which is not supported by the available evidence.",,,C,"Bronfenbrenner's model includes the person's biological development interacting with environmental systems. Pubertal changes (biological) interact with peers, family, and school (microsystem) and the connections between these systems (mesosystem). Pubertal development cannot be isolated to just the microsystem (Option A), mesosystem (Option B), or macrosystem (Option D).",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
5,19,PQ_DEV-01_19,DEV-01,Which statement accurately reflects typical language development milestones from birth to age 3?,First words emerge around 24 months; two-word combinations develop around 36 months,"Babbling (4-8 months), first words (~12 months), two-word combinations (~24 months), simple sentences (~36 months)",Language is fully developed by age 12 months,All children follow identical timelines with no individual variation,,,B,"This sequence (babbling, first words around 12 months, two-word combinations around 24 months, sentences around 36 months) represents typical language development. Option A delays these milestones incorrectly. Option C understates development beyond 12 months. Option D ignores normal individual variation.",,
5,20,PQ_DEV-01_20,DEV-01,"A school psychologist observes that a 10-year-old and a 16-year-old respond very differently to the same social conflict. The 10-year-old focuses on fairness (""She broke the rule!"") while the 16-year-old considers the other person's perspective and possible reasons (""Maybe she had a good reason""). This difference best reflects:","Intellectual disability in the younger child, without adequate clinical justification.","Developmental progression from Concrete Operational to Formal Operational thinking, with corresponding development in social perspective-taking","Personality differences unrelated to development, without adequate clinical justification.","Better instruction for the older child, without adequate clinical justification.",,,B,"This demonstrates typical cognitive development: Concrete Operational children (school age) focus on concrete rules and fairness; Formal Operational adolescents can consider abstract motivations and multiple perspectives. This is normal development, not disability (Option A), personality (Option C), or instruction difference alone (Option D).

---",PARTIAL_FIX|margin=53,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
5,1,PQ_MBH-02_1,MBH-02,A fifth-grader with social anxiety refuses to raise her hand in class and avoids presenting projects in front of peers. Which counseling intervention approach is most evidence-based for addressing this anxiety?,Psychodynamic therapy exploring unconscious conflicts from childhood,Cognitive-behavioral therapy (CBT) with exposure hierarchy to gradually increase participation and cognitive restructuring of anxious thoughts,Play therapy without structured intervention goals,Medication as the sole intervention without behavioral support,,,B,"CBT with graded exposure (starting with small, manageable exposures and gradually increasing difficulty) and cognitive restructuring (challenging anxious thoughts) is evidence-based for social anxiety. Psychodynamic therapy (Option A) lacks strong support for anxiety disorders in children. Play therapy alone (Option C) is not the primary evidence-based approach for school-age anxiety. Medication alone (Option D) without behavioral intervention is insufficient.",STILL_FLAGGED|margin=74,
5,2,PQ_MBH-02_2,MBH-02,"A school psychologist is beginning individual counseling with a student reporting symptoms of depression: low mood, anhedonia (lack of pleasure), and withdrawal from activities. Which CBT intervention should be prioritized early in treatment?",Cognitive restructuring to challenge all negative thoughts immediately,Behavioral activation—gradually re-engaging in pleasurable and valued activities,Intensive exposure therapy,Relaxation training exclusively,,,B,"Behavioral activation is the evidence-based starting point for depression, especially in children/adolescents. Increasing activity and reinforcement for engagement builds momentum. Cognitive restructuring (Option A) follows after some behavioral improvement and engagement. Exposure therapy (Option C) is for anxiety, not depression. Relaxation alone (Option D) is insufficient for depression.",,
5,3,PQ_MBH-02_3,MBH-02,Which characteristic distinguishes solution-focused brief therapy (SFBT) from other counseling approaches?,It focuses primarily on exploring past trauma and unconscious conflicts,"It emphasizes identifying the problem, exploring its history, and understanding root causes before solutions","It focuses on identifying exceptions (times when the problem was less severe or absent), building on strengths, and scaling progress toward goals",It relies heavily on psychotropic medication,,,C,"SFBT is future-focused and strength-based, emphasizing what's working (exceptions) rather than extensive problem analysis. The ""miracle question"" and scaling are core techniques. Options A and B describe other approaches (psychodynamic, problem-focused therapy). Option D misrepresents SFBT.",,
5,4,PQ_MBH-02_4,MBH-02,"A school psychologist uses the ""miracle question"" (""If a miracle happened and the problem was solved, what would be different?"") in counseling. This is a core technique of which counseling approach?",Cognitive-behavioral therapy (CBT),Solution-focused brief therapy (SFBT),Psychodynamic psychotherapy,Behavioral activation therapy,,,B,"The miracle question is a signature SFBT technique used to help clients envision a preferred future without the problem, facilitating goal-setting. It is not standard in CBT (Option A), psychodynamic therapy (Option C), or behavioral activation alone (Option D).",,
5,5,PQ_MBH-02_5,MBH-02,"A student with school refusal is highly anxious about returning to school. The school psychologist develops a plan where the student attends school for 30 minutes on Monday, increases to 45 minutes on Wednesday, and continues gradual expansion. This intervention reflects which principle?",Systematic desensitization using a graduated exposure hierarchy,Flooding (intensive immediate exposure),Extinction without support,Punishment to force attendance,,,A,"Graduated, systematic exposure (starting with 30 minutes, gradually increasing) reflects the principle of systematic desensitization—a CBT technique for anxiety. Flooding (Option B) would involve immediate, prolonged exposure. Extinction without support (Option C) would mean no exposure or reinforcement. Punishment (Option D) is contraindicated for anxiety.",,
5,6,PQ_MBH-02_6,MBH-02,Which counseling scenario represents appropriate use of group counseling versus individual counseling?,A student with suicidal ideation should be seen in group counseling to reduce stigma,A student with active trauma processing should begin in individual counseling,All students with anxiety benefit equally from group interventions,Individual counseling is never appropriate; group counseling is always preferable,,,B,"Individual counseling is appropriate for acute/crisis issues, trauma, and initial stabilization. Group counseling benefits students with similar, less acute concerns (e.g., social skills, grief support). Suicidal ideation requires individual assessment and crisis response (Option A). Not all anxiety responds equally to group format (Option C). Individual counseling is essential in many circumstances (Option D).",,CORRECT_B_SHORTENED(semicolon trim)
5,7,PQ_MBH-02_7,MBH-02,A school psychologist is conducting grief counseling with a student after the loss of a grandparent. Which approach is most appropriate?,Discourage discussion of grief to minimize sadness,"Encourage the student to ""move on"" quickly and not dwell on the loss","Validate the grief experience, allow expression of feelings, and gradually help the student integrate the loss.",Assume the student will automatically adjust without support,,,C,"Grief counseling validates the emotional experience, allows processing, and facilitates adaptation while honoring the relationship. Discouraging discussion (Option A) and rushing closure (Option B) are harmful. Assuming automatic adjustment (Option D) ignores grief support needs.",,CORRECT_C_SHORTENED(while-maintaining trim)
5,8,PQ_MBH-02_8,MBH-02,A social skills group is being formed for students with difficulty initiating and maintaining peer relationships. Which is the most appropriate goal for this psychoeducational group?,"Teach specific social skills (conversation starting, perspective-taking, conflict resolution) and provide practice opportunities in a supportive peer group",Provide only information about social skills without practice,Replace individual counseling for students with social anxiety,Force all group members to interact intensively without scaffolding,,,A,Psychoeducational social skills groups teach specific skills and provide practice in a supportive environment. Information alone (Option B) is insufficient. Group doesn't replace individual counseling for anxiety (Option C). Forcing intensive interaction (Option D) without scaffolding can increase anxiety.,STILL_FLAGGED|margin=88,
5,9,PQ_MBH-02_9,MBH-02,"A student is receiving CBT for anxiety. The therapist asks the student to identify anxious thoughts (e.g., ""Everyone will judge me"") and examine evidence for and against these thoughts. Which CBT technique is this?",Behavioral activation,Exposure therapy,Thought records/cognitive restructuring,Relaxation training,,,C,Identifying anxious thoughts and examining their validity is core cognitive restructuring (thought records). Behavioral activation (Option A) increases activities. Exposure (Option B) is graded anxiety exposure. Relaxation (Option D) is a separate coping skill.,,
5,10,PQ_MBH-02_10,MBH-02,Which statement most accurately describes when school-based counseling should be discontinued and a student referred to external mental health services?,School counseling is always sufficient; external referral is never needed,"When symptoms are severe (suicidal ideation, psychosis), require intensive/ongoing individual therapy, or exceed school psychologist's scope",All students should be referred immediately to private therapists,School psychologists should never communicate with external providers,,,B,"School-based counseling has limits; severe symptoms, safety concerns, and intensive/ongoing therapy needs warrant external referral while the school continues support. Option A denies needed resources. Option C overutilizes external services unnecessarily. Option D violates appropriate coordination.",STILL_FLAGGED|margin=67,CORRECT_B_SHORTENED(semicolon trim)
5,11,PQ_MBH-02_11,MBH-02,A student receiving behavioral counseling for off-task behavior earns a reward token each time he stays on task for 10 minutes; tokens accumulate toward a desired reward. This intervention reflects which therapeutic principle?,Psychodynamic interpretation,Contingency management (pairing behavior with consequences),Exposure therapy,Psychoeducational instruction only,,,B,"Pairing desired behavior (on-task) with positive consequences (tokens/reward) is contingency management, a behavioral intervention. This is not psychodynamic interpretation (Option A), exposure (Option C), or psychoeducation alone (Option D).",,CORRECT_B_SHORTENED(em-dash trim (with parenthetical))
5,12,PQ_MBH-02_12,MBH-02,Brief solution-focused therapy (SFBT) is typically delivered in how many sessions?,1-3 sessions (very brief),5-10 sessions (brief intervention),20+ sessions (ongoing therapy),Once yearly (minimal contact),,,B,"SFBT is designed as a brief intervention, typically 5-10 sessions (or sometimes fewer), focusing on rapid progress toward solution. Option A is extremely brief even for SFBT. Option C and D are not consistent with the brief therapy approach.",,
5,13,PQ_MBH-02_13,MBH-02,Which of the following represents a correct application of motivational interviewing principles in school counseling?,"Directly telling a student he must change, using confrontation to convince him","Exploring the student's ambivalence about change, reflecting back his own motivations, and supporting his autonomy in decision-making",Assuming the student will naturally change without guidance,Only giving advice without exploring the student's perspective,,,B,"Motivational interviewing emphasizes exploring ambivalence, using reflective listening, and supporting the student's autonomy and intrinsic motivation. Direct confrontation (Option A), passivity (Option C), and advice-only approaches (Option D) contradict MI principles.",STILL_FLAGGED|margin=55,
5,14,PQ_MBH-02_14,MBH-02,A student with selective mutism speaks fluently at home but is completely non-verbal at school. What evidence-based school-based intervention approach is most appropriate?,Force the student to speak through consequences,Ignore the mutism and assume it will resolve spontaneously,Gradual exposure to speaking situations with reinforcement (shaping,Immediate full classroom participation requirements,,,C,"Selective mutism improves with gradual, supported exposure and reinforcement for progressive communication (shaping). Forcing speech (Option A) and ignoring it (Option B) are ineffective. Immediate full participation (Option D) is too demanding and increases anxiety.",,CORRECT_C_SHORTENED(em-dash trim)
5,15,PQ_MBH-02_15,MBH-02,Documentation in school-based counseling must include which of the following?,"Session date, duration, topics addressed, student response, and plans for next session (or referral if needed)",Detailed verbatim transcripts of everything the student said,Information that can be shared freely with any staff member without student/family consent,No documentation is needed if sessions are brief,,,A,"Appropriate counseling documentation includes essential information (date, duration, topics, progress, next steps) while respecting confidentiality. Verbatim transcripts (Option B) are excessive and unnecessary. Sharing information requires appropriate consent (Option C). Brief sessions still require documentation (Option D).",,
5,16,PQ_MBH-02_16,MBH-02,A student receiving counseling for anxiety discloses information about peer conflict that may impact school safety. What is the school psychologist's most appropriate action?,Keep all information confidential and tell the student her disclosure will never be shared,Assess for safety concerns,Ignore the disclosure to preserve the counseling relationship,Share the information with all staff members immediately without parent notification,,,B,School psychologists balance confidentiality with safety and mandatory reporting obligations. Safety concerns override confidentiality; parents and appropriate school personnel are typically informed. Absolute confidentiality (Option A) and secrecy (Option C) are inappropriate when safety is at risk. Sharing without parent input (Option D) may occur but requires professional judgment.,,CORRECT_B_SHORTENED(semicolon trim)
5,17,PQ_MBH-02_17,MBH-02,"Which theoretical approach emphasizes acceptance of experiences (including anxiety, sadness) rather than eliminating them, and teaching values-based living?",Traditional behavioral therapy (only focus on symptom elimination),Acceptance and Commitment Therapy (ACT)—acceptance of internal experiences while pursuing valued goals,Psychodynamic therapy,Purely cognitive approaches without acceptance,,,B,"ACT emphasizes psychological flexibility—accepting unwanted internal experiences (thoughts, emotions) while committing to valued action. This differs from traditional behavioral elimination focus (Option A). Psychodynamic (Option C) and purely cognitive approaches (Option D) don't emphasize acceptance in the ACT way.",,
5,18,PQ_MBH-02_18,MBH-02,A school psychologist is planning an anxiety-reduction group for middle school students. Which format structure would be most effective?,"Unstructured free discussion without guidance, without adequate clinical justification.","Structured psychoeducational format covering coping skills (breathing, cognitive strategies), anxiety physiology, and providing practice opportunities","Lecture-only without student interaction, without adequate clinical justification.","No session structure; students decide all content, without adequate clinical justification.",,,B,"Structured groups teaching concrete anxiety-management skills with practice opportunities are evidence-based. Unstructured discussion (Option A), lecture-only (Option C), and complete lack of structure (Option D) are less effective.",PARTIAL_FIX|margin=59,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
5,19,PQ_MBH-02_19,MBH-02,A student has made progress in individual CBT for depression and behavioral activation but continues to report loneliness and difficulty with peer relationships. Which intervention might now be appropriate to add?,"Immediate termination of all counseling, without adequate clinical justification.",A psychoeducational social skills group addressing peer relationships while continuing individual counseling for mood management,Increasing frequency of individual sessions indefinitely,Assuming peer problems will resolve without intervention,,,B,Adding a targeted group intervention (social skills) while continuing individual work is a multimodal approach addressing the broader presenting issues. Termination (Option A) is premature. Indefinite increased frequency (Option C) is inefficient. Assuming resolution without help (Option D) ignores the identified need.,,DISTRACTOR_A_EXPANDED
5,20,PQ_MBH-02_20,MBH-02,Which statement most accurately reflects research on the effectiveness of school-based counseling interventions?,"School-based counseling is never effective, which does not apply in this clinical context.","School-based counseling is effective for a range of concerns (anxiety, depression, behavioral issues, academic problems) when evidence-based approaches are used",All students benefit equally from the same counseling approach regardless of presenting concerns,Medication is always more effective than school-based counseling,,,B,"Research supports school-based counseling effectiveness for multiple presenting problems using evidence-based practices, tailored to the student's needs. Not all students respond identically to identical approaches (Option C). School counseling is valuable; medication and counseling can be complementary (Option D). Option A contradicts evidence.

---",PARTIAL_FIX|margin=64,CORRECT_B_SHORTENED(semicolon trim); DISTRACTOR_A_EXPANDED
5,1,PQ_MBH-03_1,MBH-03,"In the ABC model of Cognitive-Behavioral Therapy (Ellis), which component represents the triggering event?",The Activating event (A),The Beliefs/interpretations (B),The Consequences/emotional and behavioral responses (C),All components simultaneously,,,A,"The ABC model sequences as: Activating event (A—the trigger or situation), Beliefs (B—the person's interpretations/thoughts about the event), and Consequences (C—emotional/behavioral outcomes). The Activating event initiates the sequence. Option B comes after A. Option C results from B. Option D misrepresents the sequence.",,
5,2,PQ_MBH-03_2,MBH-03,"A student has the anxious thought ""I will definitely fail this test and everyone will think I'm stupid."" This represents which cognitive distortion?",All-or-nothing thinking (catastrophizing),Mind reading,Overgeneralization,Labeling,,,A,"This thought combines catastrophizing (""definitely fail"") with predicted catastrophic social consequences. ""All-or-nothing thinking"" (passing/failing with no middle ground) and catastrophizing (jumping to worst outcomes) are evident. Mind reading (Option B) is assuming others' thoughts. Overgeneralization (Option C) is applying one event to all situations. Labeling (Option D) is assigning identity labels.",,
5,3,PQ_MBH-03_3,MBH-03,"In Applied Behavior Analysis (ABA), which of the following best defines reinforcement?",Punishment for incorrect behavior,Any consequence following a behavior,A consequence that increases the likelihood of the behavior recurring in the future,Removing a pleasant stimulus,,,C,"Reinforcement is defined by its effect: increasing future occurrence of a behavior. This can be positive (adding something desirable) or negative (removing something aversive). Punishment (Option A) decreases behavior. Not all consequences (Option B) are reinforcing. Option D describes negative punishment, a specific type.",,
5,4,PQ_MBH-03_4,MBH-03,A teacher praises a student immediately after he raises his hand in class instead of calling out. This intervention reflects which ABA principle?,Extinction,Positive reinforcement (adding a desirable consequence),Punishment,Shaping,,,B,"Praise is a positive reinforcer (added after the desired behavior) intended to increase hand-raising. Extinction (Option A) is removing reinforcement. Punishment (Option C) decreases behavior. Shaping (Option D) reinforces successive approximations, not yet the full desired behavior.",,CORRECT_B_SHORTENED(em-dash trim (with parenthetical))
5,5,PQ_MBH-03_5,MBH-03,A student's disruptive behavior decreases when the teacher stops giving attention (including reprimands) for the behavior. This intervention represents which ABA procedure?,Punishment,Reinforcement,Extinction (removing the reinforcing consequence),Generalization,,,C,"Extinction involves removing the consequence maintaining a behavior (in this case, teacher attention reinforcing disruption). When the reinforcer is removed, behavior decreases. This is not punishment (Option A—which adds aversive consequence), reinforcement (Option B—which increases behavior), or generalization (Option D—behavior extending to new contexts).",,CORRECT_C_SHORTENED(em-dash trim (with parenthetical))
5,6,PQ_MBH-03_6,MBH-03,"In shaping, a teacher implements an intervention where she praises the student for increasingly better approximations toward a goal behavior (e.g., first praising any attempt at writing, then praising attempts with correct letter formation, then praising correct words). This reflects:",Chaining (teaching a sequence of behaviors),Shaping—reinforcing successive approximations toward the goal behavior,Extinction,Punishment,,,B,Shaping explicitly involves reinforcing successive approximations—gradually raising the criteria toward the ultimate goal. This is different from chaining (Option A—teaching linked sequences). Extinction (Option C) removes reinforcement. Punishment (Option D) decreases behavior.,,
5,7,PQ_MBH-03_7,MBH-03,"In ABA, behavioral chaining refers to:",Teaching a single behavior in isolation,Removing a behavior through extinction,Teaching a sequence of separate behaviors linked together toward a goal.,Punishment,,,C,"Chaining links multiple distinct behaviors in sequence. Forward chaining teaches step 1, then step 2, etc.; backward chaining starts with the final step and works backward. Isolation (Option A) is the opposite. Extinction (Option B) and punishment (Option D) are different ABA procedures.",,CORRECT_C_SHORTENED(parenthetical trim)
5,8,PQ_MBH-03_8,MBH-03,A student receives a token immediately after completing his homework that he can exchange for a preferred activity at the end of the week. This intervention is called:,Generalization,Token economy (using conditioned reinforcers),Extinction,Flooding,,,B,"A token economy uses tokens (which have no inherent value) as conditioned reinforcers, exchangeable for backup reinforcers (preferred activities). This delays gratification and teaches work-for-reward principles. Generalization (Option A) is behavior extending to new contexts. Extinction (Option C) and flooding (Option D) are different procedures.",,CORRECT_B_SHORTENED(em-dash trim (with parenthetical))
5,9,PQ_MBH-03_9,MBH-03,Solution-focused brief therapy emphasizes which of the following regarding problem-focused versus solution-focused thinking?,Extensive exploration of the problem's origin is necessary before solutions can be found,Understanding the problem's root cause is essential for intervention success,Focusing on solutions and building on strengths and exceptions (times when the problem doesn't occur) is more efficient than extensive problem analysis,Past trauma must be resolved before present solutions are possible,,,C,"SFBT minimizes problem analysis, instead building on what's working (exceptions, strengths) to construct solutions. This is more efficient and research-supported for many presenting concerns. Options A, B, and D represent problem-focused approaches (useful in some situations but not always necessary for SFBT).",STILL_FLAGGED|margin=63,
5,10,PQ_MBH-03_10,MBH-03,"A school psychologist asks a student: ""What is one time this week when you felt a little bit better or less worried?"" This SFBT question reflects which technique?",Problem exploration,Exception identification—finding times when the problem is less severe,Blame assignment,Motivational interviewing only,,,B,Identifying exceptions (times when the problem is less present or less severe) is a core SFBT technique used to build momentum and solutions from existing successes. Problem exploration (Option A) is not SFBT's focus. Blame (Option C) and motivational interviewing (Option D) are separate concepts.,,
