batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
6,18,PQ_MBH-05_18,MBH-05,The cerebellum is primarily involved in:,"Language production, which is not supported by the available evidence.","Emotional processing, which is not supported by the available evidence.","Motor coordination, balance, and cerebellar cognitive functions (timing, attention)","Memory formation only, which is not supported by the available evidence.",,,C,"The cerebellum coordinates movement, balance, and timing; cerebellar damage causes coordination problems. It also has connections to prefrontal and limbic regions affecting attention and emotion. Language (Option A), emotion processing (Option B), and memory alone (Option D) are other brain regions' functions.",,CORRECT_C_SHORTENED(semicolon trim); DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
6,19,PQ_MBH-05_19,MBH-05,"Which statement accurately describes the relationship between puberty, brain development, and risk-taking in adolescents?",The brain is fully developed by age 12; adolescent risk-taking is purely behavioral,"The prefrontal cortex (judgment, impulse control) is still developing during adolescence while the limbic system and dopamine reward system are highly active, creating asynchrony that can increase risk-taking","Puberty has no effect on the brain, without adequate clinical justification.","Adolescent risk-taking is always pathological, which does not apply in this clinical context.",,,B,"Adolescent brain development involves a mismatch: the reward/motivation systems (limbic, dopamine) mature early, while prefrontal judgment/impulse control develops more slowly (into the mid-20s), explaining normative risk-taking. Options A and C deny brain development in adolescence. Option D pathologizes normal adolescent development.",PARTIAL_FIX|margin=115,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
6,20,PQ_MBH-05_20,MBH-05,"A student with a history of early childhood trauma shows reduced hippocampal volume on neuroimaging, difficulty with memory and learning, and hyperactive stress responses. This pattern reflects which neurobio logical consequence of trauma?","Trauma has no effect on brain structure, without adequate clinical justification.","Trauma-related changes in the hippocampus (memory/stress regulation) and HPA axis, leading to memory difficulties and heightened threat reactivity","Only adults' brains are affected by trauma, which does not apply in this clinical context.","Trauma affects only behavior, not the brain, without adequate clinical justification.",,,B,"Chronic childhood trauma can reduce hippocampal volume, impair memory, and dysregulate the HPA axis, causing hypervigilance. While concerning, neuroplasticity and therapeutic intervention can support recovery and brain reorganization. Options A, C, and D deny trauma's neurobiological impact.",PARTIAL_FIX|margin=56,CORRECT_B_SHORTENED(semicolon trim); DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
6,1,PQ_FAM-02_1,FAM-02,A school psychologist needs to conduct an IEP meeting with parents whose primary language is Spanish. Which of the following is the correct procedure according to IDEA requirements?,"Use a bilingual school staff member who is available, even if they are not a trained interpreter",Provide a qualified interpreter and inform parents in writing in their native language beforehand,Conduct the meeting in English and provide translated documents after the meeting,Allow a family member fluent in both languages to serve as the official interpreter,,,B,"IDEA requires schools to provide qualified interpreters (not family members serving in official capacity) at IEP meetings when parents require them, and to provide prior written notice in the parent's native language. Option A is incorrect because trained interpreters are required, not just any bilingual staff member. Option C violates IDEA's requirement for parent participation in the actual meeting. Option D is incorrect because family members cannot serve as official interpreters in formal IDEA proceedings due to conflict of interest and potential liability issues.",,
6,2,PQ_FAM-02_2,FAM-02,"Under IDEA, what is the school's legal obligation when a parent disagrees with the proposed IEP at the meeting?",The school must implement the parent's requested changes before the meeting ends,"The school may implement the IEP if one parent attends and agrees, regardless of the other parent's position","The school must document the disagreement, but may implement the IEP if they determine it is appropriate",The school must develop a new IEP with parent input before implementing any changes in services,,,C,"When parents disagree with an IEP, the school documents the disagreement but may proceed with implementation if they have complied with procedural safeguards, though disputes may be resolved through mediation or due process. Option A is incorrect because schools cannot be forced to adopt parent positions without their own evaluation of appropriateness. Option B is incorrect because both parents' participation matters when possible, and agreement of one does not override the other. Option D is incorrect because the school is not required to develop an entirely new IEP; they must provide prior written notice and document the parental concern.",,
6,3,PQ_FAM-02_3,FAM-02,Which of the following best represents a culturally responsive approach to family engagement for a family from a high-context culture?,Provide written information about services in the family's language with minimal verbal discussion,Schedule formal meetings during standard school hours and expect attendance at mandatory meetings,"Build relationships first, explain procedures more indirectly, and allow time for processing before decisions",Use standardized assessment instruments without modification to ensure reliability,,,C,"High-context cultures emphasize relationship-building, indirect communication, and time for reflection before decisions. Option A is incorrect because high-context cultures rely heavily on verbal and relational communication, not just written materials. Option B is incorrect because this reflects a low-context, individualistic approach and may conflict with cultural values around extended family decision-making and flexible time orientation. Option D is incorrect because culturally responsive practice requires examining potential bias in standardized measures and considering adaptations.",,
6,4,PQ_FAM-02_4,FAM-02,A parent refuses to sign the consent form for a psychoeducational evaluation. What is the school's next appropriate step?,Conduct the evaluation anyway since it serves the student's educational needs,Document the refusal and cease efforts to obtain consent,Request a due process hearing to compel the parent to consent,Provide the parent with information about the evaluation and offer to answer questions before pursuing other options,,,D,"Schools must obtain informed parental consent before evaluation. If a parent refuses, the school should first ensure the parent understands the purpose and process, addressing concerns or misconceptions. Option A is incorrect because IDEA requires prior written consent and proceeding without it violates procedural safeguards. Option B is incorrect because while documentation is appropriate, the school may continue to explain and advocate for the evaluation before accepting refusal. Option C is incorrect because a due process hearing is not used to compel consent; it is used for disputes over services after evaluation.",,
6,5,PQ_FAM-02_5,FAM-02,A school psychologist is working with a family that has experienced significant trauma and homelessness. Which family systems concept is most relevant to understanding their current functioning?,Family adaptability — the family's capacity to adjust to new roles and circumstances,Family cohesion — the emotional bonds between family members,Identified patient concept — focusing intervention on the child's individual pathology,Structural alignment — ensuring the school and family have identical goals,,,A,"Adaptability is the family system's capacity to change roles, rules, and structure in response to stressors. Homelessness and trauma require families to adapt significantly. Option B (cohesion) is important but less central to understanding response to acute instability. Option C (identified patient) represents an outdated, individual-focused approach that ignores systemic factors. Option D is incorrect because alignment, while important, does not directly address the family's internal capacity to adapt to crisis.",,
6,6,PQ_FAM-02_6,FAM-02,Which statement best reflects current research on parent-school partnerships for students with disabilities?,Parents should defer to school professionals' expertise and follow their recommendations without question,"Partnerships are most effective when schools and parents share power, expertise, and decision-making",Parents should attend IEP meetings but participation beyond that is not evidence-based,Schools are responsible for implementation; parents should focus only on home behavior management,,,B,"Research on family-centered, partnership models shows collaborative relationships with shared power and mutual respect produce better outcomes. Option A is incorrect because parent knowledge and advocacy are critical to effective planning. Option C is incorrect because active family involvement across domains (homework, communication, advocacy) is supported by research. Option D is incorrect because family-school collaboration across multiple areas produces better academic and behavioral outcomes than isolated home management.",,
6,7,PQ_FAM-02_7,FAM-02,A parent from a collectivist cultural background expresses discomfort with individual student goal-setting on the IEP. The school psychologist should:,Explain that individual goals are required by IDEA and proceed with the current format,Modify the IEP language to include family and community goals while maintaining IDEA compliance,Suggest the family may not value education if they resist individual achievement focus,Recommend the student not participate in special education services,,,B,"IDEA requires individualized education plans, but schools can meaningfully incorporate family values by contextualizing goals within family and community contexts while meeting legal requirements. Option A is incorrect because it dismisses legitimate cultural differences without attempting responsive accommodation. Option C is incorrect and culturally biased; collectivist cultures value education but may frame it differently. Option D is incorrect and inappropriate; cultural differences do not warrant exclusion from services.",,
6,8,PQ_FAM-02_8,FAM-02,"Under FERPA, what is a school psychologist's obligation when a parent requests to review their child's school records?","Provide access within 45 days to all records, including the psychologist's personal notes","Provide access within a reasonable timeframe to all education records, excluding raw test data and interpretations","Provide access within a reasonable timeframe to all education records that contain personally identifiable information, with limited exceptions",Deny access to records until the parent has signed a release of information,,,C,"FERPA grants parents the right to inspect and review all education records within a reasonable timeframe (typically 10-45 days), with limited exceptions (sole possession notes, medical/mental health records from outside providers, records on other students). Option A is incorrect about the 45-day standard and the broad exclusion of psychologist notes is too expansive. Option B is incorrect in excluding test data and interpretations, which are typically part of education records. Option D is incorrect because FERPA access does not require a release of information; it is a parental right.",,
6,9,PQ_FAM-02_9,FAM-02,A parent advocates strongly at an IEP meeting for services the school psychologist believes are not appropriate for the student's needs. The psychologist should:,Support the parent's request because parent advocacy is important,"Respectfully explain the school's professional recommendations and reasoning, listen to parent concerns, and work toward consensus",Firmly insist the school's assessment is correct and the parent must defer to professional judgment,Compromise by agreeing to implement half of the parent's requested services,,,B,"Effective partnerships involve respectful dialogue where professionals explain their reasoning clearly and listen genuinely to parent input, seeking mutually acceptable solutions. Option A is incorrect because advocacy must be grounded in student benefit, not blind deference. Option C is incorrect because it dismisses parent expertise and eliminates collaboration. Option D is incorrect because compromise should be based on student needs, not splitting the difference arbitrarily.",,
6,10,PQ_FAM-02_10,FAM-02,Which of the following best demonstrates cultural humility in parent communication?,Assuming the school psychologist understands the family's cultural background based on ethnic label,Regularly reflecting on one's own cultural assumptions and recognizing the limits of one's cultural knowledge,Learning all facts about a family's culture before the first meeting,Using family's native language in all communications to show respect,,,B,"Cultural humility involves ongoing self-reflection, recognition of power dynamics, and acknowledgment that the individual (not the culture) is the expert on their own experience. Option A is incorrect because individuals within a culture vary widely; assumptions based on labels are inappropriate. Option C is incorrect because impossible preparation and focusing on ""facts about culture"" misses the individual perspective. Option D, while respectful, is not always possible or necessary; what matters more is the relational stance of humility.",,
6,11,PQ_FAM-02_11,FAM-02,A 16-year-old with an IEP is approaching graduation. The school psychologist's role in transition planning should include:,Deciding which adult services the student should receive based on assessment data,"Facilitating student and family voice in planning, collaborating with community agencies, and assessing student preferences","Providing transition planning information only to parents, not to the student",Implementing identical transition goals for all students in the same disability category,,,B,"Transition planning is student-centered (with family involvement) and requires coordination across school, community, and adult services. The psychologist facilitates person-centered planning. Option A is incorrect because the student and family are central to decisions, not just assessment data. Option C is incorrect because transition planning must include student input and self-determination. Option D is incorrect because transition goals must be individualized based on student interests, preferences, and needs.",,
6,12,PQ_FAM-02_12,FAM-02,A school is implementing a wraparound services model. The school psychologist's role is best described as:,Coordinating assessment and planning across multiple service systems to meet the family's identified needs,Referring families to wraparound services and stepping back from further involvement,Ensuring wraparound services do not interfere with academic progress,Managing all wraparound services directly within the school,,,A,"Wraparound services require coordination across school, mental health, social services, and community agencies. The school psychologist's role includes facilitating this coordination and ensuring services address family priorities. Option B is incorrect because coordination requires ongoing involvement. Option C is incorrect because wraparound services support, not detract from, academic progress. Option D is incorrect because wraparound services involve multiple agencies, not just school management.",,
6,13,PQ_FAM-02_13,FAM-02,"A family has been consistently difficult to reach for parent-teacher conferences and IEP meetings. Before labeling them as ""uninvolved,"" the school psychologist should:",Document the family as non-compliant and proceed without their input,Assume transportation or childcare barriers do not apply to this family,"Explore potential barriers (transportation, work schedule, trust, language, past negative school experiences) and offer flexible options",Require the family to participate in a parenting class as a condition of services,,,C,"Engagement barriers are common and often reflect structural issues, not family disinterest. Responsive schools explore barriers and adapt to increase accessibility. Option A is incorrect because proceeding without genuine attempts to engage violates IDEA spirit and harms the student. Option B is incorrect because assuming barriers do not exist perpetuates inequity. Option D is incorrect and potentially counterproductive; punitive requirements reduce engagement.",STILL_FLAGGED|margin=55,
6,14,PQ_FAM-02_14,FAM-02,"When communicating with parents about their child's disability diagnosis, the school psychologist should:",Use disability-neutral language and avoid labels that may stigmatize the student,"Use clear, jargon-free language while providing accurate diagnostic information to support understanding and informed decision-making",Emphasize deficits prominently so parents understand the severity of the child's condition,Allow the student to leave the IEP meeting so parents can discuss problems freely,,,B,"Effective communication requires clarity and accuracy with minimal jargon, allowing parents to understand their child's needs and make informed decisions. Option A is incorrect because avoiding accurate diagnostic information undermines informed consent. Option C is incorrect because deficit-heavy framing ignores strengths and damages parent-professional relationships. Option D is incorrect because the student should participate in age-appropriate ways in planning that affects them.",,
6,15,PQ_FAM-02_15,FAM-02,"A parent disagrees with the school psychologist's recommendation for special education evaluation, stating ""My child just needs to try harder."" The psychologist's most appropriate response is:",Accept the parent's perspective and discontinue evaluation planning,"Explain the evaluation process, share specific observations suggesting assessment would be helpful, and explore parent concerns",Insist the evaluation is necessary and warn the parent about negative consequences,Recommend the parent seek independent evaluation without school involvement,,,B,"Building understanding and trust requires listening to parent perspectives, explaining professional observations clearly, and addressing concerns. Option A is incorrect because parent preferences do not override the school's responsibility to identify students needing services. Option C is incorrect because coercive language damages partnerships. Option D is incorrect because the school should continue attempting collaboration before suggesting independent paths.",,
6,16,PQ_FAM-02_16,FAM-02,"Which component is essential for meaningful family engagement in school decision-making, according to research on partnership models?",Ensuring families attend all school meetings without exception,"Providing families with real influence over decisions affecting their child, not just token input",Standardizing communication so all families receive identical information,Limiting family input to topics the school determines are appropriate for parent involvement,,,B,"True partnership requires authentic influence, not merely appearing to include families. Families must have genuine voice in decisions. Option A is incorrect because true engagement is about quality, not just attendance. Option C is incorrect because responsive communication is individualized, not standardized. Option D is incorrect because families should help define the scope of their appropriate involvement.",,
6,17,PQ_FAM-02_17,FAM-02,A school is hosting an IEP meeting for a student whose family recently immigrated. The family requests a specific community member as interpreter. The school psychologist should:,"Use the requested person if they are available, even if they lack formal interpreter training",Require the school's designated interpreter to maintain consistency in terminology,Evaluate whether the person is qualified and willing to serve in an interpreter role while maintaining confidentiality,Deny the request and use a professional interpreter only,,,C,"While professional interpreters are preferred, families may have preferences for trusted community members. The school should evaluate qualifications and ensure confidentiality obligations are understood. Option A is incorrect because lack of training can lead to communication errors. Option B is incorrect because family comfort with the interpreter supports engagement. Option D is incorrect in refusing to consider the family's preference without evaluation.",,
6,18,PQ_FAM-02_18,FAM-02,Parent training programs are most effective when they:,Are standardized and delivered identically to all families regardless of background,Are designed by school professionals with minimal family input on content,Address families' identified priorities and involve families in designing and evaluating the program,Focus exclusively on changing child behavior without addressing environmental factors,,,C,"Family-centered training is responsive to priorities families identify and involves them as collaborators, not just recipients. Option A is incorrect because one-size-fits-all programming ignores diversity. Option B is incorrect because family input improves relevance and engagement. Option D is incorrect because effective interventions address child, family, and environmental factors together.",,
6,19,PQ_FAM-02_19,FAM-02,What is a key indicator that a school has developed genuine family resilience partnerships rather than deficit-focused support?,Families are invited to attend meetings where problems are identified and discussed,School professionals identify family strengths and build interventions around existing resources and competencies,Families are provided with resources determined solely by professional assessment of need,The school uses assessment data to explain why the family's existing approaches are inadequate,,,B,"Resilience frameworks build on existing strengths and resources, not just addressing problems. Option A is incorrect because invitation to problem-focused meetings is not strength-based. Option C is incorrect because families should participate in defining needs, not just receive professional determinations. Option D is incorrect because framing existing approaches as ""inadequate"" is deficit-focused, not strength-based.",,
6,20,PQ_FAM-02_20,FAM-02,A school psychologist must provide feedback to parents about assessment results that indicate the student has a learning disability. Which approach best supports family understanding and partnership?,Provide a written report using technical language that demonstrates professional expertise,"Use graphs, plain language explanations, and discussion of both strengths and areas of difficulty, inviting parent questions",Focus primarily on the disability diagnosis so parents understand the official classification,Explain results quickly in 5-10 minutes to respect parental time,,,B,"Meaningful communication uses accessible language, multiple formats (visual, verbal), acknowledges both strengths and challenges, and encourages dialogue. Option A is incorrect because technical language without explanation reduces understanding and partnership. Option C is incorrect because diagnosis alone does not support educational planning; strengths and specific needs matter more. Option D is incorrect because rushed communication prevents questions and understanding.

---",,
6,1,PQ_FAM-03_1,FAM-03,A school psychologist learns that a student has recently entered foster care. Which is the first priority in interagency collaboration according to IDEA provisions for foster children?,Ensuring educational stability by reviewing current IEP and coordinating with the foster care agency,Waiting for the Department of Children and Family Services to initiate contact with the school,Automatically removing the student from their current school to place them with their foster family's school,Requesting that the foster care agency provide copies of all previous educational records before proceeding,,,A,"IDEA emphasizes educational stability for foster children; schools must proactively collaborate with foster care agencies to maintain enrollment and services. Option B is incorrect because the school has responsibility to initiate, not wait for agencies. Option C is incorrect because maintaining school placement is explicitly protected to support stability. Option D is incorrect because schools cannot delay services while waiting for records; they use available information and pursue missing records separately.",,
6,2,PQ_FAM-03_2,FAM-03,What is the primary purpose of a Memorandum of Understanding (MOU) between a school and a community mental health agency?,To legally bind the mental health agency to serve all referred students for free,"To establish shared processes, responsibilities, confidentiality procedures, and service coordination across agencies",To replace the need for individual release of information forms,To ensure the school can compel community agencies to provide emergency services,,,B,"MOUs clarify how agencies will collaborate, including information sharing procedures, referral processes, and respective roles. Option A is incorrect because MOUs do not guarantee free services or override contractual agreements. Option C is incorrect because individual releases of information are still required for confidential data sharing. Option D is incorrect because MOUs establish framework, not coercive authority.",,
6,3,PQ_FAM-03_3,FAM-03,A student discloses to the school psychologist that their parent struck them with a belt. What is the school psychologist's first responsibility?,Contact the parent immediately to discuss the allegation,Report the suspected abuse to child protective services per mandatory reporting law,Consult with the school attorney before reporting,Document the disclosure and wait for confirmation before reporting,,,B,"Mandatory reporting requires reporting reasonable suspicion of abuse to CPS, not certainty or parental input. This is a legal duty. Option A is incorrect because contacting the parent may compromise investigation and endanger the child. Option C is incorrect because legal consultation, while sometimes helpful, should not delay mandated reporting. Option D is incorrect because reasonable suspicion is the standard, not confirmed abuse.",,
6,4,PQ_FAM-03_4,FAM-03,"When consulting with a community mental health provider about a student's ongoing services, the school psychologist may share educational records without explicit consent when:",The school psychologist believes it is in the student's best interest,A release of information has been signed authorizing disclosure to that specific provider,The provider verbally agrees to maintain confidentiality,The student is over 18 years old,,,B,FERPA requires written consent specifying the recipient for educational records disclosure. Option A is incorrect because professional judgment does not override consent requirements. Option C is incorrect because verbal agreement is not sufficient. Option D is incorrect because students over 18 have FERPA rights; they must provide consent unless they are dependent under tax code.,,
6,5,PQ_FAM-03_5,FAM-03,"A student's behavior escalates at school, and the school psychologist suspects possible substance abuse. Collaborating with a community substance abuse treatment program, the school psychologist should:",Require the student to attend treatment as a condition of school attendance,"Inform the parent/guardian and facilitate referral with informed consent, clearly explaining the referral process",Report the suspected substance abuse to law enforcement immediately,Continue school-based interventions only and avoid involving outside agencies,,,B,"Appropriate interagency collaboration includes informing families and facilitating voluntary referrals with their informed consent. Option A is incorrect because the school cannot mandate external treatment. Option C is incorrect unless abuse is confirmed and poses immediate danger; routine suspected substance use is addressed through referral, not law enforcement. Option D is incorrect because collaboration with substance abuse services may be essential to student wellbeing.",,
6,6,PQ_FAM-03_6,FAM-03,How do FERPA and HIPAA differ regarding school and healthcare provider information sharing?,FERPA and HIPAA have identical requirements for confidentiality and information sharing,FERPA governs school records; HIPAA governs health/medical records. Sharing between them requires specific releases.,HIPAA is more restrictive and always takes precedence over FERPA,Schools must follow HIPAA requirements when collaborating with any healthcare provider,,,B,"These are separate federal laws governing different records. Schools operate under FERPA; healthcare providers under HIPAA. Sharing requires explicit consent and releases. Option A is incorrect; they have different standards and purposes. Option C is incorrect because neither law has precedence; both apply in their respective domains. Option D is incorrect; schools must follow FERPA, not HIPAA, though they must respect HIPAA when sharing with HIPAA-covered providers.",,
6,7,PQ_FAM-03_7,FAM-03,A juvenile justice liaison works with the school to coordinate services for students involved in the justice system. Which is an appropriate role for this collaboration?,Providing law enforcement with detailed student disciplinary records to support arrest decisions,Coordinating educational services while students are in detention and planning re-entry to school,Requiring students with prior justice involvement to submit to random drug testing at school,Excluding students with juvenile justice history from certain school programs for safety reasons,,,B,"Proper collaboration ensures educational continuity and re-entry support, reducing recidivism and school failure. Option A is incorrect because detailed records sharing requires consent and careful release limitations. Option C is incorrect because random drug testing is not a school function. Option D is incorrect because exclusion is not appropriate; services and accommodations are needed.",,
6,8,PQ_FAM-03_8,FAM-03,"When a student with an IEP transfers between school districts, what is the receiving district's interagency responsibility?",Implement the current IEP without review until completion of a new evaluation,Continue services under the current IEP while conducting any necessary evaluation and updating the IEP,Wait for the sending district to complete all evaluations before accepting the student,Conduct immediate comprehensive re-evaluation before any services are provided,,,B,"IDEA requires continuity of services in the current IEP during transitions, with re-evaluation and updates conducted afterward as needed. Option A is incorrect if updating is needed. Option C is incorrect because receiving districts cannot delay accepting transfer students or services. Option D is incorrect because comprehensive re-evaluation is not always immediately necessary; services continue.",,
6,9,PQ_FAM-03_9,FAM-03,A school is implementing a McKinney-Vento Act homeless liaison role. The liaison's primary responsibility is:,Providing temporary housing for homeless students,Ensuring homeless students have access to education and removing barriers to enrollment and attendance,Determining eligibility for free meals based on homelessness status,Reporting homeless families to housing authorities,,,B,"The McKinney-Vento liaison removes educational barriers for homeless students (enrollment, transportation, services, records). Option A is incorrect; housing provision is not the school's role. Option C is incorrect; this is part of but not the primary liaison function. Option D is incorrect and violates confidentiality and the law's intent to support, not punish.",,
6,10,PQ_FAM-03_10,FAM-03,What is the appropriate process when the school must share confidential student information with a medical provider for emergency evaluation?,Share information verbally in emergency situations without written consent or documentation,Share necessary information to address immediate safety; document sharing and follow up with consent when possible,"Never share information without written consent, even in emergencies",Obtain consent retroactively after the emergency has passed,,,B,"Emergency provisions allow necessary sharing to protect student safety, with follow-up documentation and consent sought when the emergency passes. Option A is incorrect because documentation is still essential. Option C is incorrect because strict adherence to consent in true emergencies could harm students. Option D is incorrect about timing; consent should be obtained within a reasonable timeframe and documented.",,
6,11,PQ_FAM-03_11,FAM-03,A school district is developing an interagency agreement with a community crisis intervention service. Which component is essential?,Specifying that all student mental health information will be shared automatically with the crisis service,"Clarifying referral procedures, confidentiality obligations, service capacity, and communication protocols",Requiring students to exhaust school-based interventions before any external referral,"Limiting the crisis service's involvement to emergencies only, excluding prevention or ongoing services",,,B,Strong interagency agreements specify how agencies will work together operationally while respecting confidentiality. Option A is incorrect because automatic sharing without consent violates FERPA. Option C is incorrect because timely external referrals may prevent escalation. Option D is incorrect because effective collaboration spans prevention and response.,,
6,12,PQ_FAM-03_12,FAM-03,"When a student is involved with child protective services (CPS), the school psychologist's role includes:",Conducting the investigation into alleged abuse independently of CPS,"Sharing observations with CPS, cooperating with investigations, and coordinating education services.",Refusing to share any information with CPS without explicit student consent,Providing CPS with comprehensive records without any restrictions on use,,,B,Schools cooperate with CPS investigations while maintaining confidentiality within legal bounds and coordinating continued education services. Option A is incorrect because investigations are CPS's role. Option C is incorrect because reporting and cooperation with child protection is a legal duty. Option D is incorrect because schools should limit information shared to what is necessary for the investigation.,,CORRECT_B_SHORTENED(while-maintaining trim)
6,13,PQ_FAM-03_13,FAM-03,A student's IEP includes transition services to adult mental health care as they approach age 18. What should the school psychologist ensure?,Automatic transition of all records and services to adult providers,"Student and family understanding of the transition process, coordination with receiving agencies, and involvement in planning",That adult providers commit to serving the student without a new intake process,That the school retains decision-making authority over adult services,,,B,"Effective transition requires planning, communication with receiving agencies, and family/student involvement in the process. Option A is incorrect because automatic transition without planning creates service gaps. Option C is incorrect because adult providers have their own intake processes. Option D is incorrect because schools cannot maintain authority over adult services.",,
6,14,PQ_FAM-03_14,FAM-03,A student's medical provider recommends classroom modifications based on a newly diagnosed health condition. The appropriate school psychologist response is:,Implement the modifications immediately without documentation,"Request a copy of the medical information, consult with educators, and formalize recommendations in educational planning (IEP/504)",Defer to the medical provider's recommendations without educational input,Decline to implement recommendations that are not initially in the IEP,,,B,Medical information must be translated into educational terms and documented in appropriate educational plans with educator input. Option A is incorrect because informal implementation lacks documentation and may not address educational needs. Option C is incorrect because educators provide essential perspective on educational feasibility. Option D is incorrect because new medical needs may warrant IEP/504 amendments.,STILL_FLAGGED|margin=57,
6,15,PQ_FAM-03_15,FAM-03,"When a student is in school-based health center services, what is the school psychologist's role regarding coordination?",Avoiding communication with the health center to protect student privacy,Coordinating care through appropriate releases of information while supporting comprehensive health and education services,Assuming the health center will automatically share all medical information with the school,Limiting involvement to students without concurrent school-based health center services,,,B,Coordination improves outcomes; appropriate releases allow necessary communication while respecting privacy. Option A is incorrect because thoughtful communication improves services. Option C is incorrect because automatic sharing violates HIPAA and requires consent. Option D is incorrect because coordination is beneficial when available.,,
6,16,PQ_FAM-03_16,FAM-03,A student discloses suspected trafficking to a school counselor. The school psychologist's immediate responsibility includes:,Informing the suspected trafficker of the allegation,"Reporting to law enforcement and/or protective services per protocol, and coordinating victim services",Conducting private investigation into trafficking claims,Maintaining absolute confidentiality without reporting or external coordination,,,B,Trafficking is a serious crime requiring reporting to appropriate authorities and rapid coordination with protective services. Option A is incorrect and dangerous. Option C is incorrect; investigation is law enforcement's role. Option D is incorrect because reporting is a legal obligation despite confidentiality concerns.,,
6,17,PQ_FAM-03_17,FAM-03,"When implementing wraparound services, how should information be shared across the multiple agencies involved?",Share all information with all agencies for comprehensive understanding,Use signed releases of information specifying what information is shared with which agencies and for what purpose,Assume verbal consent is sufficient for ongoing information sharing,"Share only the minimum information necessary, obtained through verbal consent",,,B,"Releases should specify recipients, information type, and purpose, ensuring families understand and control information sharing. Option A is incorrect because unnecessary sharing violates confidentiality principles. Option C is incorrect because written releases are required. Option D is partially correct but misses the requirement for written, specific releases.",,
6,18,PQ_FAM-03_18,FAM-03,A school-based mental health counselor from a community partner agency works in the school. What is critical for this collaboration?,The counselor is a school employee and should follow identical protocols to school staff,"Clear MOUs addressing licensure requirements, confidentiality, liability, information sharing, and supervision",No additional agreements are needed since they work in the school building,The school assumes liability for all of the counselor's clinical decisions,,,B,"External providers working in schools require clear agreements about credentials, legal responsibilities, and information management. Option A is incorrect; non-employees may operate under different standards. Option C is incorrect; MOUs are essential. Option D is incorrect; liability depends on contractual arrangements.",,
6,19,PQ_FAM-03_19,FAM-03,A juvenile justice student is re-entering school after detention. The school psychologist's interagency planning should include:,Surveillance protocols to monitor the student's behavior,"Collaboration with justice system, family, and educational staff to facilitate successful re-entry with appropriate supports","Exclusionary discipline to ""send a message"" about the student's prior involvement",Minimizing community awareness of the student's justice involvement through information restriction,,,B,"Re-entry success requires coordinated planning addressing reintegration, academic needs, supervision as needed, and family involvement. Option A is incorrect; schools are not surveillance agents. Option C is incorrect and counterproductive. Option D is well-intentioned but secondary to effective planning.",,
6,20,PQ_FAM-03_20,FAM-03,"How should a school psychologist handle a situation where a student's family requests limited information sharing with a community agency, but the school psychologist believes comprehensive sharing would benefit the student?",Share comprehensive information despite the family's request because professional judgment justifies it,Respect the family's request while explaining the potential benefits and inviting reconsideration,Refuse the referral entirely if comprehensive sharing is not permitted,Share information secretly and inform the family afterward,,,B,"Families have legal rights to control information sharing. Professionals should respect those rights while providing information about potential benefits, then respect final decisions. Option A is incorrect because professional judgment does not override consent. Option C is incorrect; limited sharing may still be beneficial. Option D is unethical and illegal.

---",,
