batch,question_number,question_id,skill_id,question_stem,A,B,C,D,E,F,correct_answer,explanation,audit_flag,changes_applied
3,8,PQ_PSY-03_8,PSY-03,Fidelity of implementation refers to:,Whether students show improvement with the intervention.,The degree to which an intervention is implemented as designed.,Whether the intervention matches the student's learning disability.,The psychologist's confidence in the intervention.,,,B,"Fidelity is the quality/accuracy of implementation—does the intervention match the protocol? Low fidelity means the intervention is being delivered differently than intended. Option A describes effectiveness, not fidelity. Option C refers to appropriateness. Option D is subjective confidence, not fidelity.",,
3,9,PQ_PSY-03_9,PSY-03,"A school implements benchmark testing three times per year (fall, winter, spring) to monitor universal performance across tiers. This practice supports:","Special education identification, without adequate clinical justification.",Problem identification at the universal level and evaluation of Tier 1 effectiveness.,"Curriculum modification, which is not supported by the available evidence.","Teacher evaluation, requiring no further assessment or action.",,,B,"Regular universal benchmark screening identifies students at risk (problem identification) and allows schools to evaluate whether Tier 1 instruction is meeting the needs of most students. Options A, C, and D are not primary purposes of universal benchmark screening in MTSS.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
3,10,PQ_PSY-03_10,PSY-03,"In an RTI/MTSS framework, ""dual discrepancy"" criteria require:",A significant difference between the student's ability and achievement.,"Inadequate performance on benchmark AND inadequate response to scientific, research-based intervention.",Discrepancy between parent and teacher ratings on behavior.,Two different standardized tests showing the same deficit.,,,B,"Dual discrepancy in RTI means the student shows both (1) inadequate performance relative to benchmarks and (2) inadequate response to research-based intervention—both must be evident. Option A describes ability-achievement discrepancy, an older model. Option C is not related to dual discrepancy. Option D is unnecessary.",,
3,11,PQ_PSY-03_11,PSY-03,A student has completed Tier 2 reading intervention for 8 weeks with progress monitoring conducted every other week. The data show no meaningful improvement. The appropriate next step is:,Continue Tier 2 indefinitely.,Conduct problem analysis to understand why Tier 2 did not work,Discontinue intervention immediately.,Move the student to a different Tier 2 group.,,,B,"When a student shows non-response to Tier 2 intervention, the problem-solving team should analyze WHY (problem analysis), then consider escalation to Tier 3 or conduct a more comprehensive evaluation. Options A and C ignore the data and the problem-solving process. Option D may be premature without analysis.",,CORRECT_B_SHORTENED(semicolon trim)
3,12,PQ_PSY-03_12,PSY-03,Gresham's RTI adequacy criteria require that all of the following be verified EXCEPT:,The intervention is based on scientific research.,The student's special education eligibility category is identified.,The intervention has been implemented with fidelity.,The student's response to intervention has been validly measured.,,,B,"Gresham's criteria focus on RTI process quality: research base, fidelity, valid progress monitoring, and adequate intensity/duration. Disability eligibility category is secondary to demonstrating that adequate RTI was provided. Options A, C, and D are all Gresham's criteria.",,
3,13,PQ_PSY-03_13,PSY-03,A school psychologist is forming a problem-solving team to address a student's mathematics deficits. Essential team members should include:,"The psychologist, special education teacher, and the student's parent.","The psychologist, the student's classroom teacher, special education personnel, parent/guardian, and administrators.",Only special education staff who can diagnose the learning disability.,"The school principal alone, who will make all decisions.",,,B,"An effective problem-solving team includes diverse perspectives: the teacher providing daily instruction data, the psychologist contributing assessment and problem-solving expertise, special education staff, parents/guardians as partners, and administrators supporting implementation. Option A omits critical team members. Option C is too narrow and mischaracterizes the team's function. Option D is inappropriate team composition.",,
3,14,PQ_PSY-03_14,PSY-03,Universal Design for Learning (UDL) in an MTSS framework primarily serves to:,Provide the same instruction to all students without tailoring the approach to the individual or the specific context.,"Offer multiple means of representation, action/expression, and engagement to reduce barriers and support all learners.",Prevent the need for special education.,"Focus only on high-performing students, without adequate clinical justification.",,,B,"UDL principles built into Tier 1 instruction provide flexible access and reduce barriers for all learners, including those with disabilities. Option A contradicts the flexibility inherent in UDL. Option C overstates UDL's scope; some students will still need more intensive support. Option D incorrectly narrows UDL to advanced learners.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_D_EXPANDED
3,15,PQ_PSY-03_15,PSY-03,"A student is progressing in a Tier 2 intervention but has not yet met the benchmark. The progress monitoring data show consistent, steady improvement at a good rate. The appropriate decision is:",Refer for special education evaluation immediately.,Move the student to Tier 3 intensive intervention.,Continue Tier 2 intervention and progress monitoring; positive trends suggest the intervention is working.,Discontinue intervention because the student has not yet met benchmarks.,,,C,Progress monitoring data showing steady improvement at a good rate indicate the intervention is working. Continuing the current support with monitoring is appropriate. Options A and B are premature given positive response trends. Option D ignores evidence of improvement.,,
3,16,PQ_PSY-03_16,PSY-03,The problem-solving process in MTSS should primarily be guided by:,"Student achievement test scores alone, requiring no further assessment or action.","Teacher judgment and informal observation alone, requiring no further assessment or action.","Objective data from multiple sources, including progress-monitoring data, benchmark assessments, and classroom performance.","The school psychologist's clinical impression, without adequate clinical justification.",,,C,"Data-based decision making is a cornerstone of MTSS, requiring multiple data sources including progress monitoring, benchmarks, and classroom-based measures. Option A is too narrow. Option B lacks objectivity. Option D privileges one person's judgment over systematic data collection.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_B_EXPANDED; DISTRACTOR_D_EXPANDED
3,17,PQ_PSY-03_17,PSY-03,"A student with a significant math deficit has been identified and receives Tier 2 intervention. During problem analysis, the team discovers the student is struggling with foundational number sense skills. Which intervention adjustment would be most appropriate?",Intensify the current Tier 2 math intervention without changing content.,Shift the intervention focus to address foundational number sense before advancing to more complex skills.,Move directly to Tier 3 intensive intervention.,Conclude the student needs special education without trying the modified intervention.,,,B,Problem analysis identified that the student's deficit is rooted in foundational skills. The intervention should be adjusted to address this root cause. Option A continues an ineffective approach. Option C and D bypass the opportunity to modify based on analysis.,,
3,18,PQ_PSY-03_18,PSY-03,A school implements a reading intervention for all students below benchmark in the primary grades (Tier 2). This tier of support is designed for which purpose?,To serve as a replacement for special education.,To provide targeted intervention for students not responding adequately to Tier 1 instruction.,To assess for learning disabilities.,To diagnose reading disorders.,,,B,"Tier 2 targeted interventions serve students at risk—those who did not respond adequately to Tier 1. Options A, C, and D mischaracterize Tier 2's purpose. Tier 2 is prevention/intervention, not assessment or diagnosis.",,
3,19,PQ_PSY-03_19,PSY-03,The relationship between RTI and special education eligibility under IDEA is best characterized as:,RTI/MTSS has replaced the need for special education.,RTI data inform disability eligibility decisions,RTI is only for students who will not qualify for special education.,Special education and RTI serve the same purpose.,,,B,"RTI/MTSS data are central to understanding whether a student has a specific learning disability. Inadequate response to research-based intervention, despite adequate instruction and fidelity, suggests a possible disability. Options A, C, and D mischaracterize the relationship between RTI and special education.",,CORRECT_B_SHORTENED(semicolon trim)
3,20,PQ_PSY-03_20,PSY-03,A school psychologist is evaluating the effectiveness of a school's MTSS in reading. Which outcome would best demonstrate MTSS success?,All students achieve at or above benchmark.,Most Tier 1 students meet benchmarks,High referral rates for special education evaluation.,Students who do not respond to intervention are immediately identified as having learning disabilities.,,,B,"Effective MTSS demonstrates a positive gradient across tiers: high success at Tier 1 (prevention working), meaningful progress at Tier 2 (intervention working), and documented progress at Tier 3 (intensive support working). Options A is unrealistic. Option C suggests system is not preventing problems. Option D misses the point of data-based decision making.

---",,CORRECT_B_SHORTENED(semicolon trim)
3,1,PQ_PSY-04_1,PSY-04,Cummins' distinction between BICS and CALP refers to:,"Two types of learning disabilities, without adequate clinical justification.",Basic Interpersonal Communication Skills (2-3 years for fluency) vs. Cognitive Academic Language Proficiency (5-7+ years for academic depth).,"Two intelligence test constructs, without adequate clinical justification.",Behavioral and cognitive aspects of language disorder.,,,B,Updated timeline reflects that BICS can take up to 3 years and CALP often exceeds 7 years depending on formal schooling in L1.,PARTIAL_FIX|margin=65,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED
3,2,PQ_PSY-04_2,PSY-04,An English Language Learner (ELL) in first grade is referred for evaluation of potential learning disability. The child has been in the U.S. school system for 6 months. What is the FIRST assessment step?,Administer a standardized IQ test to determine ability level.,Assess English language proficiency to determine the level of English development.,Refer for special education eligibility testing.,Administer a nonverbal cognitive test.,,,B,"Before assessing cognition or achievement in English, the psychologist must establish the student's language proficiency level. Without this information, you cannot distinguish language difference from disability. Option A is premature. Option C jumps ahead without adequate assessment. Option D may be useful but not before establishing language proficiency.",,
3,3,PQ_PSY-04_3,PSY-04,A student is identified as proficient in English (meeting state cutoff scores for BICS) after 18 months in an English-speaking school. A school psychologist interprets this to mean:,The student is ready for unmodified instruction and assessment in English.,The student has developed surface English fluency but may not have developed CALP,The student no longer needs any English as a Second Language (ESL) support.,The student's cognition should be assessed only in English.,,,B,"BICS development does not equal readiness for unmodified academic instruction. CALP takes 5-7 years to develop, so the student likely still needs support in academic language. Options A and D are premature conclusions. Option C ignores that BICS proficiency does not equal CALP proficiency.",,CORRECT_B_SHORTENED(semicolon trim)
3,4,PQ_PSY-04_4,PSY-04,"A nonverbal cognitive test (e.g., using pictures and symbols rather than language) is recommended for assessment of an ELL student primarily because:","ELL students cannot be assessed in English, without adequate clinical justification.",Nonverbal tests eliminate language as a barrier and provide a clearer picture of cognitive ability for students with limited English proficiency.,All cognitive tests are nonverbal.,Nonverbal tests are easier than verbal tests.,,,B,"Nonverbal tests reduce the language demands of cognitive assessment, allowing a more pure measure of reasoning ability for students still developing English proficiency. Option A overstates—ELL students can be assessed in English once proficiency is adequate. Option C is factually incorrect. Option D is not the reason to use nonverbal tests.",PARTIAL_FIX|margin=61,DISTRACTOR_A_EXPANDED
3,5,PQ_PSY-04_5,PSY-04,"When using an interpreter for psychological evaluation of an ELL student, the psychologist should:",Provide the interpreter with a test manual to read from during administration.,"Brief the interpreter on assessment procedures, establish clear communication protocols.",Ask the interpreter to explain concepts to the student if the student does not understand.,Use a bilingual family member as the interpreter for confidentiality.,,,B,"Using an interpreter requires careful planning: the interpreter needs training on assessment protocols, and the psychologist must be aware that interpretation introduces variability. Options A (reading test items) could alter administration. Option C (explaining items) alters the test. Option D (family interpreters) raises confidentiality and bias concerns.",,CORRECT_B_SHORTENED(and-be-aware trim)
3,6,PQ_PSY-04_6,PSY-04,"The term ""cultural loading"" in tests refers to:",The number of students from different cultures taking the test.,Extent to which test performance depends on knowledge or skills specific to a particular culture.,The diversity of the norm group.,The language in which a test is translated.,,,B,"Culturally loaded items require culture-specific background knowledge or experiences, disadvantaging students from different cultural backgrounds. For example, references to specific holidays or traditions may be culture-specific. Option A is incorrect framing. Option C describes norm group composition, not item characteristics. Option D refers to translation, not cultural loading per se.",,
3,7,PQ_PSY-04_7,PSY-04,"A student's family recently immigrated to the U.S. from a country with limited educational resources. The student shows low performance on achievement tests. Before concluding the student has a learning disability, the psychologist should consider:",The student's educational history and prior schooling opportunities.,Whether the low performance could be due to limited prior academic instruction rather than intrinsic disability.,Acculturation factors and adjustment to a new school system.,All of the above.,,,D,"All these factors are essential contextual information. Limited prior schooling, acculturation stress, and adjustment to a new system are all alternative explanations for low achievement. Options A, B, and C are all important, but D is most complete.",,
3,8,PQ_PSY-04_8,PSY-04,Dynamic assessment differs from traditional static assessment in that dynamic assessment:,"Is culturally biased, which is not supported by the available evidence.","Includes test-teach-retest procedures to examine how the student learns, not just what the student currently knows.","Is less reliable than static tests, without adequate clinical justification.","Does not provide standard scores, without adequate clinical justification.",,,B,"Dynamic assessment examines the student's capacity to learn and modify performance with support (zone of proximal development), providing information about learning potential beyond current performance. This approach can be particularly useful for culturally diverse learners. Option A is not necessarily true. Option C is not inherent to dynamic assessment. Option D is not necessarily problematic.",,DISTRACTOR_A_EXPANDED; DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
3,9,PQ_PSY-04_9,PSY-04,"When assessing a bilingual student, the best practice is to:",Assess only in English to ensure standardized administration.,Assess in both languages to obtain a complete picture of the student's cognitive and linguistic abilities.,Choose one language based on which is stronger.,Avoid assessing bilinguals until they reach full English proficiency.,,,B,Bilingual students have cognitive abilities distributed across two languages; assessing only one language may underestimate abilities. Full assessment considers performance in both languages. Option A limits information. Option C may miss abilities in the weaker language. Option D is impractical and potentially harmful.,,
3,10,PQ_PSY-04_10,PSY-04,IDEA regulations address assessment of ELL students by:,Requiring all assessment to be conducted in English.,Prohibiting assessment of ELL students until they are proficient in English.,"Requiring assessment to be conducted in the student's native language and in English, when feasible.",Allowing schools to assess in any language without accommodations.,,,C,"IDEA requires native language assessment when feasible and mandates that evaluations not be conducted solely in English if this would disadvantage an ELL student. Assessment should not confound language proficiency with ability. Options A, B, and D do not reflect IDEA requirements.",,CORRECT_C_SHORTENED(and-that-clause trim)
3,11,PQ_PSY-04_11,PSY-04,"A student who recently immigrated is referred for assessment of a learning disability. The student's parents speak a language other than English at home, and the student has attended school in two different countries. An important preliminary question is:",What is the student's IQ?,What is the student's level of English proficiency and educational history?,Does the student need special education?,Should the student be in a regular classroom?,,,B,"Before assessing for disability, establishing language proficiency and educational background is essential to distinguish language difference from disorder and account for educational gaps. Options A, C, and D are premature without this foundational information.",,
3,12,PQ_PSY-04_12,PSY-04,"The ""silent period"" in language acquisition refers to:",A period when the student is not speaking because of shyness.,An expected period when ELL students are listening and processing the new language but not yet producing speech.,A sign of selective mutism or communication disorder.,A time when instruction should be delayed.,,,B,The silent period is a normal phase in language acquisition where students listen and build receptive language before producing speech. This is not pathological. Option A misattributes the cause. Option C pathologizes a normal process. Option D is inappropriate.,STILL_FLAGGED|margin=51,
3,13,PQ_PSY-04_13,PSY-04,"When a student is identified as having both an English language difference AND an academic deficit, the psychologist should:",Conclude the student has a learning disability due to the deficit.,Recognize the possibility of a comorbid language disorder,Recommend ESL instruction only.,Assume the deficit is entirely due to language difference.,,,B,A student can have both normal language development and a language-based learning disability (such as dyslexia). Assessment should distinguish between these using language-specific tests and peer comparisons. Options A and D are either premature or dismissive of possible disorder. Option C is too narrow an intervention.,,CORRECT_B_SHORTENED(semicolon trim)
3,14,PQ_PSY-04_14,PSY-04,Best practices for assessment of culturally and linguistically diverse students include all of the following EXCEPT:,Assessing the student's primary language and English proficiency.,"Using tests normed on culturally diverse, representative samples when available.",Administering tests only in standardized English to ensure standard administration.,Considering the student's educational history and acculturation.,,,C,"Best practices do NOT require assessment only in standardized English; they require adapting assessment (e.g., interpreters, translations) and recognizing limitations of English-only assessment. Options A, B, and D are all best practices.",,
3,15,PQ_PSY-04_15,PSY-04,A school psychologist is assessing an ELL student who shows deficits in literacy skills in both English and the native language. This pattern suggests:,The student is not ready for any academic instruction.,The student may have a language-based learning disability (such as dyslexia) that affects both languages.,The student is not intelligent enough to learn to read.,No further assessment is needed.,,,B,"When literacy deficits appear across both languages, this suggests an underlying processing deficit (like dyslexia) rather than a language difference or proficiency issue. This pattern warranted further specific assessment for language-based learning disabilities. Options A and C are inappropriate generalizations. Option D ignores evidence suggesting specific learning disability.",STILL_FLAGGED|margin=50,
3,16,PQ_PSY-04_16,PSY-04,Disproportionate representation of culturally and linguistically diverse students in special education can be reduced through practices including:,Using more culturally responsive screening tools and assessment methods.,Implementing effective Tier 1 instruction and MTSS before referring for special education evaluation.,Ensuring comprehensive evaluation that considers language proficiency and cultural factors.,All of the above.,,,D,"Reducing disproportionality requires comprehensive approaches including better screening, quality instruction, and thorough evaluation that accounts for diversity. All options listed address different aspects of this problem.",,
3,17,PQ_PSY-04_17,PSY-04,"When interpreting assessment results for a student from a culturally diverse background, the psychologist should:",Apply the same interpretive standards as for the norm group.,Consider whether the test's norm group is representative of the student and interpret with caution if there are substantial differences.,Assume all students' scores have the same meaning.,Ignore cultural context in interpretation and continue without meaningful modification to the current approach.,,,B,"If the student's background differs substantially from the norm group, interpretation requires caution and consideration of how cultural/linguistic factors may have affected performance. Options A, C, and D ignore the importance of understanding norm group representativeness.",,DISTRACTOR_D_EXPANDED
3,18,PQ_PSY-04_18,PSY-04,"Sequential bilingualism (learning one language, then a second) differs from simultaneous bilingualism in that:",Sequential bilinguals cannot become truly bilingual.,Sequential bilinguals develop literacy in the first language before exposure to the second language.,Sequential bilinguals are superior learners.,There are no meaningful differences for assessment purposes.,,,B,Sequential bilinguals acquire language and literacy in the first language before exposure to the second language; this affects the developmental trajectory compared to simultaneous bilinguals. Understanding this distinction helps interpret assessment results. Options A and C are overgeneralizations. Option D ignores meaningful developmental differences.,,
3,19,PQ_PSY-04_19,PSY-04,"A school psychologist is assessing a student whose family recently arrived from another country. The student's prior school had very different curriculum and instructional approaches. When interpreting achievement test results, the psychologist should:",Apply standard score interpretations without modification.,Consider prior educational experiences and schooling gaps as potential factors affecting current performance.,Assume the student has a learning disability due to low achievement scores.,Focus only on English proficiency as the explanatory factor.,,,B,Prior educational experiences significantly influence achievement test performance. Gaps in prior schooling or differences in curriculum are important alternative explanations for low achievement. Options A ignores context. Option C makes premature diagnostic conclusions. Option D is reductive.,,
3,20,PQ_PSY-04_20,PSY-04,"When a school psychologist suspects a culturally or linguistically diverse student has a learning disability, the evaluation should include:",Comprehensive cognitive and achievement assessment in both languages.,Assessment of language proficiency in both languages.,Consideration of educational and developmental history.,All of the above.,,,D,"A comprehensive evaluation of a potentially disabled CLD student requires assessment in both languages, language proficiency assessment, and thorough history to differentiate disorder from difference. All elements are essential. Options A, B, and C are all necessary components of comprehensive evaluation.

---",,
3,1,PQ_ACA-02_1,ACA-02,The distinction between an accommodation and a modification is that an accommodation:,Changes the content or grade-level standard.,Provides access to grade-level content without changing the standard or expectation.,Is less restrictive than a modification.,Requires a separate curriculum.,,,B,"An accommodation changes HOW the student accesses content (e.g., extended time) but not WHAT is expected; the student still meets grade-level standards. A modification changes the WHAT (e.g., reducing assignments or simplifying content). Option A describes modification, not accommodation. Options C and D are incomplete or incorrect characterizations.",,
3,2,PQ_ACA-02_2,ACA-02,A student with ADHD has difficulty sustaining attention during written tests. Extended time on tests would be classified as:,A modification because it changes the testing expectations.,An accommodation because it provides access to the test without changing the content or standard.,A curriculum change.,A special education service.,,,B,Extended time is an accommodation; it allows the student to demonstrate knowledge without alteration of content or standards. Option A incorrectly classifies it as modification. Options C and D are incorrect categorizations.,,
3,3,PQ_ACA-02_3,ACA-02,A student with a significant intellectual disability is in a 5th-grade class. The standard curriculum focuses on multi-digit multiplication and division. An appropriate modification for this student might be:,Providing extra time to complete multiplication problems.,Modifying the curriculum to focus on single-digit operations and basic math facts.,Seating the student closer to the front of the class.,Providing a calculator to use during math.,,,B,A curriculum modification changes the content/standard to match the student's ability level. Single-digit operations represent a simpler standard than grade-level multi-digit operations. Option A is an accommodation. Option C is an environmental accommodation. Option D is an accommodation or assistive technology.,,
3,4,PQ_ACA-02_4,ACA-02,Which of the following is an example of an accommodation that reduces a barrier but does NOT modify the standard?,Allowing a student with a motor disability to type instead of handwrite answers on a history test.,Reducing the number of math problems the student must complete.,Simplifying the reading level of a science test.,Allowing a student to skip essays in favor of multiple-choice questions.,,,A,"Typing instead of handwriting removes a motor barrier while the student still answers the same history questions to the same standard. Options B, C, and D all modify the standard/content (fewer problems, simpler reading, different question types).",,
3,5,PQ_ACA-02_5,ACA-02,A student with dyslexia uses text-to-speech software to read textbooks. This is an example of:,A modification.,An assistive technology accommodation.,Individualized instruction requiring special education placement.,An exemption from reading requirements.,,,B,Text-to-speech is an assistive technology accommodation that provides access (removal of reading decoding barrier) without changing the content or standard. Option A is incorrect. Option C overstates the requirement. Option D is incorrect; it is not an exemption but an access tool.,,
3,6,PQ_ACA-02_6,ACA-02,"A student with anxiety receives a Section 504 accommodation plan that includes a separate, quiet testing location to reduce anxiety-related distractions during tests. This accommodation is intended to:",Make the test easier.,Provide access to the test by reducing an anxiety barrier.,Excuse the student from testing.,Indicate the student has a learning disability.,,,B,The quiet setting removes an environmental barrier (anxiety-provoking stimuli) to allow the student to demonstrate knowledge on the same test. Option A mischaracterizes the purpose. Option C is incorrect. Option D conflates accommodation with disability diagnosis.,,
3,7,PQ_ACA-02_7,ACA-02,Universal Design for Learning (UDL) is best understood as:,Accommodations provided only for students with disabilities.,"Designing curriculum and instruction from the start with multiple means of representation, expression, and engagement to reduce barriers for ALL learners.","Modifications to the curriculum standard, without adequate clinical justification.","Special education curriculum, which is not supported by the available evidence.",,,B,"UDL is proactive, universal curriculum design that anticipates diverse learner needs from the beginning. Option A is too narrow. Option C confuses UDL with modifications. Option D is incorrect; UDL is general education practice.",PARTIAL_FIX|margin=72,DISTRACTOR_C_EXPANDED; DISTRACTOR_D_EXPANDED
3,8,PQ_ACA-02_8,ACA-02,A student with a visual impairment uses large-print textbooks and sits near the board. These are:,Modifications requiring the student to learn different content.,Accommodations that provide access to grade-level content.,Assistive technology devices.,Indications of intellectual disability.,,,B,Large print and preferential seating allow the student visual access to the same grade-level content without changing what is expected. Options A and D are incorrect inferences. Option C partially correct but less precise than B; these are accommodations (some assistive in nature) but the focus is on access.,,
3,9,PQ_ACA-02_9,ACA-02,"A student has an IEP accommodation for ""use of a word processor for writing assignments."" This accommodation:",Excuses the student from writing assignments.,Changes the expectation that the student will write; instead the student will only type.,Provides access to writing assignments by removing a physical/motor barrier.,Indicates the student has dysgraphia.,,,C,"The word processor removes a motor barrier, allowing the student to produce written work when handwriting is difficult. The student still must write/express ideas. Option A is incorrect. Option B mischaracterizes the tool. Option D may be true but is not indicated by the accommodation alone.",,
3,10,PQ_ACA-02_10,ACA-02,A student has a modified curriculum with reduced reading requirements in math class. This is:,An accommodation because it helps the student succeed.,A modification because it changes the content/standard expectation.,An assistive technology.,A removal of the student from the general curriculum.,,,B,"Reduced reading requirements change the WHAT of the standard (reading comprehension in math), making it a modification. Option A conflates ""helpful"" with ""accommodation."" Option C is incorrect. Option D may be a consequence of modifications, but this specific change is best classified as a modification.",,
