UNIQUEID,item_format,is_multi_select,correct_answer_count,option_count_expected,has_case_vignette,case_text,question_stem,A,B,C,D,E,F,correct_answers,CORRECT_Explanation,core_concept,content_limit,DOMAIN,domain_name,domain_weight,nasp_domain_primary,original_skill_id,current_skill_id,skill_name,skill_domain_code,skill_nasp_domain,was_remapped,cognitive_complexity,complexity_rationale,outcome,construct_actually_tested,rationale,distractor_tier_A,distractor_error_type_A,distractor_misconception_A,distractor_skill_deficit_A,distractor_tier_B,distractor_error_type_B,distractor_misconception_B,distractor_skill_deficit_B,distractor_tier_C,distractor_error_type_C,distractor_misconception_C,distractor_skill_deficit_C,distractor_tier_D,distractor_error_type_D,distractor_misconception_D,distractor_skill_deficit_D,distractor_tier_E,distractor_error_type_E,distractor_misconception_E,distractor_skill_deficit_E,distractor_tier_F,distractor_error_type_F,distractor_misconception_F,distractor_skill_deficit_F,is_foundational,prereq_chain_narrative,dominant_error_pattern,error_cluster_tag,audit_status,dominant_failure_mode_tier,top_misconception_themes,instructional_red_flags,skill_prerequisites,is_human_verified,domain_rationale,skill_rationale,primaryModuleId,primarySnippet,moduleRefs_json
"PQ_ETH-03_5","Single-Select","False","1","4","False","","A school psychologist becomes aware that the discipline rate for students of color is disproportionately high. From a professional growth and advocacy perspective, they should:","Accept this as a reality and move on","Engage in professional learning about bias and disproportionality","Blame teachers for bias","Only address individual cases without examining systemic issues","","","B","Professional growth includes learning about systemic issues and engaging in advocacy and change work. Option A abandons responsibility. Option C is reductive. Option D ignores systems-level action.","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'A school psychologist becomes aware that the discipline rate for students of' scenario discrimination","","L3","Conceptual","The student believed that systemic issues in schools are unchangeable.","advocacy for equitable discipline practices","","","","","L2","Conceptual","The student believed that individual blame is an effective solution to systemic issues.","Systemic bias intervention strategies","L2","Conceptual","The student believed that addressing individual cases is sufficient for systemic problems.","Systems-level intervention strategies","","","","","","","","","false","","Student attributes disproportionate discipline to teacher bias alone rather than examining systemic patterns, data, and unconscious assumptions school psychologists themselves may hold.","causation-correlation","","","","Distractor C blames teachers without systems examination. Remedy: Teach multi-factor analysis. Steps: (1) Examine your own referral patterns for bias. (2) Audit data (suspensions, referrals, demographics). (3) Engage staff in collaborative problem-solving, not blame. Use implicit bias research to anchor the work.","","","","","MOD-D10-07","A school psychologist becomes aware that the discipline rate for minority students is disproportionately high; they should engage in professional learning about bias and disparities.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""A school psychologist becomes aware that the discipline rate for minority students is disproportionately high; they should engage in professional learning about bias and disparities.""}]"
"PQ_ETH-03_6","Single-Select","False","1","4","False","","NASP position statements serve what purpose in professional practice?","They are optional opinions, which is a piece of context, not a standalone explanation.","They provide guidance based on research and professional consensus on issues affecting school psychological practice","They are only for beginning practitioners, when the situation still requires that element to function effectively.","They are rarely relevant to individual practice decisions, which is one contributing variable rather than a complete explanation.","","","B","Position statements guide practice on important topics. Option A minimizes their significance. Option C limits their application. Option D ignores their relevance.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'NASP position statements serve what purpose in professional practice' scenario discrimination","","L2","Conceptual","The student believed NASP position statements are merely optional opinions.","Role of NASP position statements in practice","","","","","L2","Conceptual","The student believed NASP position statements are designed exclusively for novice practitioners.","NASP position statement applicability across experience levels","L2","Conceptual","The student believed NASP position statements are not applicable to daily practice decisions.","NASP position statement applicability","","","","","","","","","false","","Student treats NASP position statements as optional guidance rather than research-informed standards that shape professional expectations and practice accountability.","model-conflation","","","","Distractor A downrates them as opinions. Teach: Position statements = consensus of experts + research synthesis = professional standard. They don't dictate practice but set the bar. Use NASP statement on cultural competence as touchstone for self-assessment.","","","","","MOD-D10-07","NASP position statements serve the purpose of providing guidance based on research and professional consensus to inform ethical and effective school psychological practice.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""NASP position statements serve the purpose of providing guidance based on research and professional consensus to inform ethical and effective school psychological practice.""}]"
"PQ_ETH-03_7","Single-Select","False","1","4","False","","Professional mentoring and supervision relationships contribute to professional growth by:","Creating dependency on the mentor/supervisor, without first gathering the information needed to support that step.","Providing experienced guidance, feedback on practice, modeling professional behavior, and reflective discussion","Reducing the need for independent thinking, treating a preliminary indicator as a confirmed conclusion.","Primarily evaluating performance only, leaving out other essential elements of an effective response.","","","B","Effective mentoring/supervision supports growth through multiple mechanisms. Option A creates unhealthy dependency. Option C undermines independence. Option D is too narrow.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Professional mentoring and supervision relationships contribute to professional growth by' scenario discrimination","","L2","Conceptual","The student believed that mentoring inherently leads to dependency.","role of mentoring in professional development","","","","","L2","Conceptual","The student believed mentoring reduces the need for independent thinking.","role of mentoring in fostering autonomy","L2","Conceptual","The student believed that supervision is mainly about performance evaluation.","comprehensive understanding of mentoring roles","","","","","","","","","false","","Student misunderstands mentoring as creating dependency or reducing independent thinking, when it actually scaffolds autonomy and reflective decision-making.","indirect-direct-confusion","","","","Distractor A fears dependency; Distractor D reduces supervision to evaluation. Teach the paradox: Good mentors develop independent thinkers. Example: Mentor asks 'What would you do?' before offering guidance. Supervisee learns to generate options, not accept directives.","","","","","MOD-D10-07","Professional mentoring and supervision relationships contribute to ethical practice by providing experienced guidance, feedback on practice, and support for professional growth.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""Professional mentoring and supervision relationships contribute to ethical practice by providing experienced guidance, feedback on practice, and support for professional growth.""}]"
"PQ_ETH-03_8","Single-Select","False","1","4","False","","Self-care and preventing burnout are ethical obligations because:","They are personal preferences that educators can choose to ignore without affecting their work","Burnout affects professional competence and the quality of services to students","They are largely unrelated to professional practice and student learning outcomes in educational settings","Only administrators and school leaders should address burnout; individual educators have no role in prevention","","","B","Self-care directly affects professional quality and student safety. Option A minimizes its importance. Option C denies the connection. Option D inappropriately defers responsibility.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Self-care and preventing burnout are ethical obligations because' scenario discrimination","","L2","Conceptual","The student believed self-care is optional and unrelated to professional duties.","ethical obligation of self-care in education","","","","","L2","Conceptual","The student believed self-care and burnout do not impact educational outcomes.","impact of burnout on educational effectiveness","L2","Conceptual","The student believed that burnout prevention is solely a leadership responsibility.","NASP ethical guidelines on self-care","","","","","","","","","false","","Student severs self-care from professional ethics, treating burnout as a personal problem unrelated to service quality and ethical obligation to students.","eligibility-criteria-confusion","","","","Distractor A/C disassociate self-care from job performance. Remedy: Frame burnout as a competence issue. Burned-out clinician = compromised judgment, increased errors, reduced empathy. NASP Code requires self-care as part of maintaining competence and duty to clients.","","","","","MOD-D10-07","Self-care and preventing burnout are ethical obligations because burnout affects professional competence and the quality of services provided to students and families.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""Self-care and preventing burnout are ethical obligations because burnout affects professional competence and the quality of services provided to students and families.""}]"
"PQ_ETH-03_9","Single-Select","False","1","4","False","","A school psychologist is invited to present at a conference on culturally responsive intervention. This opportunity supports professional growth by:","Adding to resume credentials only, without accounting for the full range of contributing factors.","Requiring advanced knowledge, integrating recent research, connecting with colleagues, and modeling professional contribution to the field","Creating an unnecessary burden, treating the concern as self-resolving when active response is needed.","Being relevant only if it's a paid position, when a more measured and evidence-informed approach is needed.","","","B","Presenting integrates learning, models professional behavior, and contributes to the field. Option A reduces the benefit. Option C dismisses the opportunity. Option D makes payment the criterion.","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'A school psychologist is invited to present at a conference on culturally' scenario discrimination","","L2","Conceptual","The student believed that professional growth is limited to resume enhancement.","understanding of professional development benefits","","","","","L2","Conceptual","The student believed that presenting at a conference is an unnecessary burden.","Professional development value of conference presentations","L2","Conceptual","The student believed professional growth is only valuable if financially compensated.","Intrinsic value of professional development","","","","","","","","","false","","Student narrows the learning value of conference presentation to resume padding, missing that synthesizing research, connecting with peers, and modeling contribution are the deeper professional growth mechanisms.","label-retrieval","","","","Distractor A reduces it to resume credential. Teach the multiplier: Preparing a presentation forces knowledge integration, presenting builds networks and visibility, and sharing expertise advances the field. Example: Presenting on culturally responsive RTI at a state conference strengthens your knowledge and attracts consultation requests.","","","","","MOD-D10-07","A school psychologist is invited to present at a conference on culturally responsive interventions; presenting requires advanced knowledge and integrating recent research.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""A school psychologist is invited to present at a conference on culturally responsive interventions; presenting requires advanced knowledge and integrating recent research.""}]"
"PQ_ETH-03_10","Single-Select","False","1","4","False","","Advocacy at the policy level might include:","Only working with individual students, when a more comprehensive approach is what the situation requires.","Providing data to policymakers, serving on committees, communicating with legislators, or contributing to policy recommendations that affect educational equity","Assuming policymakers won't listen to school psychologists","Only following policies without question, without accounting for the full range of contributing factors.","","","B","Policy advocacy uses professional expertise to influence systems affecting students. Option A is individual advocacy. Option C assumes ineffectiveness. Option D abandons advocacy.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Advocacy at the policy level might include' scenario discrimination","","L2","Conceptual","The student believed that advocacy at the policy level is limited to direct student interaction.","systems-level advocacy strategies","","","","","L2","Conceptual","The student believed that school psychologists have no influence on policy decisions.","Role of school psychologists in policy advocacy","L2","Conceptual","The student believed that strict adherence to policy is the primary role in advocacy.","Policy advocacy strategies in school psychology","","","","","","","","","false","","Student limits advocacy scope to direct individual work, missing that policy-level advocacy requires systemic thinking and multi-stakeholder engagement.","scope-undergeneralization","","","","Distractor A narrows advocacy to only student-level intervention. Teach the advocacy pyramid (individual, systems, policy) with concrete examples: school psychologist providing data to state legislators on mental health funding impacts systems and individuals.","","","","","MOD-D10-07","Advocacy at the policy level might include providing data to policymakers, serving on committees, and collaborating with stakeholders to improve school policies and practices.","[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":""Advocacy at the policy level might include providing data to policymakers, serving on committees, and collaborating with stakeholders to improve school policies and practices.""}]"
"PQ_ETH-03_11","Single-Select","False","1","4","False","","Evidence-based practice as an ethical obligation means:","Using only the newest published research, when the data points in a different direction.","Using practices supported by research evidence, integrating professional judgment and client values, and updating knowledge continuously","Avoiding practices not yet validated, which removes an important safeguard from the process.","Implementing practices identically across all students, which is one contributing variable rather than a complete explanation.","","","B","EBP balances research with professional judgment and individual context. Option A requires only the newest studies. Option C is too rigid. Option D ignores individualization.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Evidence-based practice as an ethical obligation means' scenario discrimination","","L2","Conceptual","The student believed that the newest research is always the most reliable and should be used exclusively.","evidence-based practice integration principles","","","","","L2","Conceptual","The student believed that avoiding unvalidated practices is a safeguard in evidence-based practice.","evidence-based practice decision-making process","L2","Conceptual","The student believed that uniform application of practices ensures ethical compliance.","Individualized education program (IEP) customization","","","","","","","","","false","","Student overvalues recency of research as the sole criterion for evidence-based practice, ignoring integration of professional judgment and client context.","overgeneralization","","","","Distractor A elevates newest research above integration. Teach the tripartite model: research evidence + professional judgment + client values. Example: A 2024 study on anxiety treatment is stronger than 2015 data, but only if it fits this student's cultural background.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_12","Single-Select","False","1","4","False","","A school psychologist joins a professional organization and becomes active in committees. This contributes to professional growth through:","Primarily networking benefits, which describes a related condition but does not match the profile presented.","Access to current research, collaboration on important issues, leadership opportunities, and contributing to the profession","Unnecessary time commitment, which does not account for the specific constellation of characteristics given.","Only if they become president, while other equally important variables remain unaddressed.","","","B","Professional organization involvement supports multiple growth dimensions. Option A is too narrow. Option C dismisses value. Option D overstates requirements.","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'A school psychologist joins a professional organization and becomes active in committees' scenario discrimination","","L2","Conceptual","The student believed that networking is the sole benefit of joining professional organizations.","Benefits of professional organization membership","","","","","L3","Conceptual","The student believed that joining committees is a waste of time without tangible benefits.","Understanding professional development benefits","L3","Conceptual","The student believed that leadership roles are the sole benefit of joining professional organizations.","Understanding benefits of professional organization membership","","","","","","","","","false","","Student narrows professional organization benefits to networking alone, underestimating access to research, leadership pathways, and field contribution.","scope-overgeneralization","","","","Distractor A isolates networking as the sole benefit. Countered by distractors B. Use a case example: A school psychologist joins a committee on disproportionality, contributing to national advocacy while gaining peer expertise and publishing data.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_13","Single-Select","False","1","4","False","","Using school data to drive change (data advocacy) involves:","Collecting data only for compliance purposes without examining patterns, trends, or underlying causes that could inform instructional decisions","Analyzing available data to identify disparities, needs, or areas for improvement","Keeping data private and confidential to avoid public criticism or scrutiny of school performance and student achievement outcomes","Assuming that data cannot meaningfully influence policy decisions or create systemic changes in school practices and resource allocation","","","B","Data advocacy systematically uses evidence to guide change. Option A limits data use. Option C withholds important information. Option D underestimates data influence.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Using school data to drive change (data advocacy) involves' scenario discrimination","","L2","Conceptual","The student believed that data collection is solely for meeting regulatory requirements.","Data-driven decision-making process","","","","","L2","Conceptual","The student believed that maintaining confidentiality is more important than transparency in data advocacy.","Data transparency in educational settings","L3","Conceptual","The student believed that data is irrelevant to policy and systemic change.","Data-driven decision-making in education","","","","","","","","","false","","Student confuses data collection (compliance task) with data analysis and advocacy, missing that raw data without interpretation cannot drive change.","treatment-assessment-confusion","","","","Distractor A separates collection from analysis. Teach: Data collection = inventory; data analysis = insight. Move to advocacy requires identifying disparities. Use real example: Suspend rate data alone is inert—analysis showing racial disparities is actionable.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_14","Single-Select","False","1","4","False","","A school psychologist realizes they lack competence in a new area their district is emphasizing (e.g., suicide prevention). The professional growth obligation includes:","Continuing to work in the area without seeking training to avoid publicly admitting gaps in professional competence and knowledge","Seeking training, consultation, and supervision; admitting the limitation while working to address it","Refusing to work in the area entirely and declining to develop competence in suicide prevention despite district emphasis","Relying solely on colleagues' knowledge and informal advice without pursuing formal training or supervision in the new area","","","B","Professional growth involves recognizing gaps and addressing them. Option A maintains unsafe practice. Option C may be necessary if gaps are substantial, but seeking training is preferred. Option D limits personal competence.","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'A school psychologist realizes they lack competence in a new area their' scenario discrimination","","L1","Conceptual","The student believed it is acceptable to avoid admitting professional limitations to maintain reputation.","NASP ethical standards on professional competence","","","","","L2","Conceptual","The student believed that avoiding work in an area of incompetence is a valid professional strategy.","NASP ethical obligation for professional competence","L2","Procedural","The student believed informal advice from colleagues suffices for professional competence.","NASP ethical standards for professional competence","","","","","","","","","false","","Student equates ethical silence about incompetence with reputation protection, misunderstanding that transparency and remediation are the ethical path forward.","consent-confidentiality-confusion","","","","Distractor A frames honesty as risky. Remedy: Show NASP Code of Ethics section on scope of competence: admission + training + supervision = ethical growth. Role-play supervisor conversation: 'I lack suicide prevention skills; I'm enrolling in training and seek consultation.'","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_15","Single-Select","False","1","4","False","","Contributing to research knowledge as a professional growth and advocacy goal might involve:","Only for researchers in universities, when in fact multiple components must be considered together.","Collecting and analyzing data from practice, participating in research, or publishing findings that inform the field","Only reading research, not conducting it, ignoring the other factors that also need to be addressed.","Assuming school-based data is not valuable for research, when a targeted and purposeful response is clearly warranted.","","","B","School psychologists contribute valuable practice-based knowledge. Option A restricts research to academics. Option C limits engagement to consumption. Option D underestimates school-based data.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Contributing to research knowledge as a professional growth and advocacy goal might' scenario discrimination","","","","","","","","","","L2","Conceptual","The student believed that passive consumption of research is sufficient for professional growth.","Active engagement in research activities","L2","Conceptual","The student believed that data collected in schools lacks significance for research purposes.","Value of school-based data in research","","","","","","","","","false","","Student believes research contribution is restricted to academia, overlooking school-based data as valuable and publishable contributions to the field.","role-confusion","","","","Distractor A restricts research to university researchers; Distractor D dismisses school data. Teach: School psychologists generate authentic data (intervention outcomes, screening validity in local context). Provide example: A school psychologist publishes de-identified RTI outcomes in a state psychology journal.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_16","Single-Select","False","1","4","False","","Cultural responsiveness as an ongoing learning obligation means:","Taking one diversity training and considering the obligation met","Continuously examining one's own biases, learning about diverse cultures, adjusting practice, and reflecting on effectiveness with different populations","Assuming cultural knowledge is static, assuming the concern will improve without any structured intervention.","Only relevant for school psychologists from diverse backgrounds","","","B","Cultural humility is ongoing; it requires continuous learning and self-reflection. Option A assumes one-time learning is sufficient. Option C ignores cultural change. Option D inappropriately limits who should engage.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Cultural responsiveness as an ongoing learning obligation means' scenario discrimination","","L1","Conceptual","The student believed that a single training session fulfills the requirement for cultural responsiveness.","Ongoing professional development in cultural competence","","","","","L2","Conceptual","The student believed that cultural knowledge does not require ongoing updates or interventions.","Cultural competence development process","L3","Conceptual","The student believed that cultural responsiveness is only necessary for those who share the same background.","universal applicability of cultural competence","","","","","","","","","false","","Student reduces cultural responsiveness to a one-time event (a single training), missing that culture is dynamic and requires continuous personal examination and practice adjustment.","developmental-stage-mismatch","","","","Distractor A frames one training as sufficient. Remedy: Distinguish one-off training from ongoing competence. Teach reflective audit: What biases do I carry? Which clients did I serve least effectively? What communities am I unfamiliar with? Schedule quarterly check-ins.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_17","Single-Select","False","1","4","False","","Peer consultation as a professional development practice involves:","Engaging in isolated individual practice without consultation or collaboration with other professionals","Discussing cases and dilemmas with trusted colleagues to gain perspectives, reduce isolation, and refine decision-making","Only seeking formal supervision or consultation when explicitly required by regulatory or institutional mandates","Depending entirely on peer input and consensus for all final clinical or professional decisions","","","B","Peer consultation provides collegial support and diverse perspectives. Option A avoids collaborative learning. Option C limits consultation. Option D abdicates personal responsibility.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'Peer consultation as a professional development practice involves' scenario discrimination","","L3","Conceptual","The student believed that professional development can occur without any external input or collaboration.","importance of collaborative professional development","","","","","L2","Conceptual","The student believed that formal supervision is only necessary when mandated.","importance of ongoing peer consultation","L2","Conceptual","The student believed that peer consultation means relying solely on peers for decision-making.","balanced decision-making in peer consultation","","","","","","","","","false","","Student conflates peer consultation with isolation or confuses it with unilateral deference to peers, missing the collaborative middle ground of trusted dialogue and balanced decision-making.","indirect-direct-confusion","","","","Distractor A avoids consultation; Distractor D over-defers to peers. Teach the dynamic: Share cases with trusted peers, get perspectives, make your own informed decision. Example: Consultation doesn't replace clinical judgment; it enriches it.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_18","Single-Select","False","1","4","False","","A school psychologist engages in reflective practice by:","Never questioning their own work","Regularly examining their decisions, outcomes, and biases","Only reflecting when things go wrong","Assuming their approach is always correct","","","B","Reflective practice is intentional examination of practice to improve. Option A avoids improvement. Option C is reactive. Option D prevents growth.","","","","","","","ETH-03","ETH-03","","ETH","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'A school psychologist engages in reflective practice by' scenario discrimination","","L3","Conceptual","The student believed that reflective practice means maintaining confidence without self-evaluation.","Reflective practice in school psychology","","","","","L2","Conceptual","The student believed reflective practice is only necessary after failures.","Continuous professional self-assessment","L1","Conceptual","The student believed that confidence in one's methods equates to reflective practice.","Reflective practice self-assessment techniques","","","","","","","","","false","","Student mistakes confidence in methodology for reflective practice, misunderstanding that self-examination—not self-certainty—is the core of professional growth.","model-conflation","","","","Distractor A avoids questioning; Distractor D assumes correctness. Teach: Reflective practice = ongoing accountability audit. Prompt: After each assessment, ask: What did I assume? What surprised me? What would I do differently? Document in supervision notes.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_19","Single-Select","False","1","4","False","","The distinction between professional growth for compliance (meeting CEU requirements) and professional growth for competence is:","There is no difference","Compliance fulfills minimum requirements","Compliance is more important than competence","They are unrelated","","","B","True professional development changes practice and competence. Option A conflates minimal and optimal growth. Option C reverses priorities. Option D ignores the relationship.","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'The distinction between professional growth for compliance (meeting CEU requirements) and professional' scenario discrimination","","L1","Conceptual","The student believed that fulfilling CEU requirements automatically ensures professional competence.","Distinction between compliance and competence in professional development","","","","","L2","Conceptual","The student believed that meeting compliance requirements is prioritized over developing professional competence.","importance of professional competence in psychology","L2","Conceptual","The student believed that professional growth for compliance and competence are entirely separate processes.","Understanding the relationship between compliance and competence in professional development","","","","","","","","","false","","Student fails to distinguish compliance (meeting minimum CEU hours) from competence (true mastery), treating them as synonymous when they operate on different timescales and depths.","validity-reliability-confusion","","","","Distractor A collapses compliance and competence as identical. Teach the distinction: 30 CEU hours ≠ mastery. Competence requires demonstrated performance change. Use assessment: Does the clinician's documented practice shift after the CEU? If not, compliance without competence occurred.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"PQ_ETH-03_20","Single-Select","False","1","4","False","","When a school psychologist becomes aware of emerging issues affecting students (e.g., pandemic effects, social media impacts), the professional development obligation includes:","Recognizing emerging issues as significant concerns, seeking relevant professional development, understanding their impact on student populations, and building competence to address them effectively","Seeking knowledge about the issues, understanding their impact on students, developing competence in addressing them, and advocating for appropriate services","Delaying professional development until external experts establish best practices, which may result in missed opportunities to serve students during critical periods when intervention is most needed","Restricting professional responsibilities to established practice areas while avoiding engagement with emerging issues that increasingly affect student mental health, learning, and overall well-being","","","B","Professional growth addresses emerging challenges affecting students. Option A minimizes current issues. Option C delays necessary learning. Option D creates outdated practice.

---","","","","","","","ETH-03","ETH-03","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","","Supervision standards, credential maintenance, scope-of-competence growth, and reflective practice; applied to 'When a school psychologist becomes aware of emerging issues affecting students (e.g' scenario discrimination","","L1","Procedural","The student believed that recognizing and understanding issues was sufficient without advocating for services.","advocacy for student services in emerging issues","","","","","L2","Procedural","The student believed that waiting for established best practices is a responsible approach to professional development.","Proactive professional development in emerging issues","L3","Conceptual","The student believed that school psychologists should focus only on established practices and avoid new challenges.","NASP ethical standards for professional competence","","","","","","","","","false","","Student delays professional development until external best practices solidify, missing the ethical obligation to be responsive and build competence during critical windows when students need it most.","sequence-inversion","","","","Distractor C defers action until expert consensus. Teach urgency: Emerging issues (e.g., social media mental health impact) require immediate proactive learning, not waiting. Remedy: Identify an emerging concern, find 3 peer-reviewed sources, and design a 2-month professional learning plan.","","","","","MOD-D10-07",,"[{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
